DISTRITO_LOCAL,SECCION,TOTAL_VOTANTES,MORENAv,ALIANZAv,LN,VOTOS,PARTICIPACION,MORENA,ALIANZA,DIF,CLASF
5,0193,474,270,157,1868,486,26.01713062098501,55.55555555555556,32.30452674897119,23.251028806584365,MORENA
5,0194,520,297,159,1923,535,27.82111284451378,55.51401869158879,29.7196261682243,25.79439252336449,MORENA
5,0195,305,152,135,1045,320,30.62200956937799,47.5,42.1875,5.3125,MORENA
5,0196,184,120,134,1033,284,27.49273959341723,42.25352112676056,47.183098591549296,-4.929577464788736,ALIANZA
5,0197,119,59,45,350,125,35.714285714285715,47.2,36,11.200000000000003,MORENA
5,0198,347,154,142,1150,351,30.52173913043478,43.87464387464387,40.45584045584046,3.4188034188034138,MORENA
5,0199,405,121,121,1392,315,22.629310344827587,38.41269841269841,38.41269841269841,0,ALIANZA
5,0200,536,197,280,1296,541,41.74382716049383,36.41404805914972,51.75600739371534,-15.341959334565622,ALIANZA
5,0201,157,60,64,501,151,30.139720558882235,39.735099337748345,42.384105960264904,-2.649006622516559,ALIANZA
5,0202,493,196,235,1275,501,39.294117647058826,39.12175648702595,46.9061876247505,-7.784431137724553,ALIANZA
5,0205,974,536,311,3510,1001,28.51851851851852,53.54645354645355,31.068931068931068,22.47752247752248,MORENA
5,0206,952,452,368,3951,969,24.525436598329538,46.64602683178535,37.97729618163055,8.6687306501548,MORENA
5,0207,865,419,324,2833,879,31.027179668196258,47.66780432309442,36.86006825938566,10.80773606370876,MORENA
5,0209,752,269,200,1511,548,36.26737260092654,49.08759124087591,36.496350364963504,12.591240875912405,MORENA
5,0210,439,237,144,1271,447,35.16915814319434,53.02013422818792,32.214765100671144,20.805369127516776,MORENA
5,0211,454,201,212,1531,473,30.894839973873285,42.494714587737846,44.82029598308668,-2.3255813953488342,ALIANZA
5,0212,589,165,401,1365,621,45.494505494505496,26.570048309178745,64.573268921095,-38.00322061191626,ALIANZA
5,0213,375,183,151,1119,381,34.048257372654156,48.031496062992126,39.63254593175853,8.398950131233597,MORENA
5,0214,2708,1540,845,8741,2756,31.52957327536895,55.87808417997097,30.660377358490567,25.2177068214804,MORENA
5,0218,983,198,724,1918,986,51.40771637122002,20.081135902636916,73.42799188640974,-53.346855983772826,ALIANZA
5,0219,304,161,107,1213,308,25.39159109645507,52.27272727272727,34.74025974025974,17.532467532467535,MORENA
5,0220,1278,415,249,2631,786,29.874572405929303,52.79898218829516,31.6793893129771,21.119592875318062,MORENA
5,0221,2267,1162,664,7520,2311,30.731382978723403,50.281263522284725,28.7321505841627,21.549112938122025,MORENA
5,1368,357,116,207,656,363,55.33536585365854,31.955922865013775,57.02479338842975,-25.068870523415974,ALIANZA
5,1369,211,116,64,537,207,38.547486033519554,56.03864734299517,30.917874396135264,25.120772946859905,MORENA
5,1370,298,185,76,783,301,38.441890166028095,61.461794019933556,25.249169435215947,36.21262458471761,MORENA
5,1371,205,134,53,592,205,34.62837837837838,65.36585365853658,25.853658536585368,39.51219512195121,MORENA
5,1372,255,170,48,710,256,36.056338028169016,66.40625,18.75,47.65625,MORENA
5,1373,331,226,64,1199,337,28.10675562969141,67.06231454005935,18.991097922848663,48.07121661721068,MORENA
5,1374,126,79,31,409,131,32.02933985330073,60.30534351145038,23.66412213740458,36.6412213740458,MORENA
5,1375,169,111,49,630,172,27.3015873015873,64.53488372093024,28.488372093023255,36.04651162790698,MORENA
5,1376,377,237,92,1232,379,30.76298701298701,62.53298153034301,24.274406332453825,38.258575197889186,MORENA
5,1377,296,187,82,1024,303,29.58984375,61.71617161716171,27.062706270627064,34.653465346534645,MORENA
6,0499,1257,341,894,1787,1277,71.46054840514829,26.703210649960845,70.00783085356304,-43.30462020360219,ALIANZA
6,0500,527,186,323,823,538,65.37059538274605,34.572490706319705,60.037174721189594,-25.46468401486989,ALIANZA
6,0501,1157,372,742,1804,1180,65.41019955654102,31.52542372881356,62.88135593220339,-31.35593220338983,ALIANZA
6,0502,600,191,389,867,607,70.01153402537486,31.466227347611202,64.08566721581549,-32.61943986820429,ALIANZA
6,0503,750,200,531,1136,760,66.90140845070422,26.31578947368421,69.86842105263158,-43.55263157894737,ALIANZA
6,0504,773,250,506,1111,786,70.74707470747074,31.806615776081426,64.3765903307888,-32.56997455470737,ALIANZA
6,0505,831,256,564,1266,843,66.58767772511848,30.36773428232503,66.90391459074733,-36.5361803084223,ALIANZA
6,0506,804,139,657,1140,817,71.66666666666667,17.01346389228886,80.41615667074663,-63.40269277845777,ALIANZA
6,0517,475,151,314,816,487,59.681372549019606,31.006160164271048,64.47638603696099,-33.47022587268994,ALIANZA
6,0518,491,106,0,701,120,17.118402282453637,88.33333333333333,0,88.33333333333333,MORENA
6,0519,411,211,191,728,414,56.86813186813187,50.966183574879224,46.13526570048309,4.830917874396135,MORENA
6,0520,444,227,211,863,468,54.22943221320973,48.504273504273506,45.085470085470085,3.418803418803421,MORENA
6,0521,387,196,171,717,392,54.67224546722455,50,43.62244897959184,6.377551020408163,MORENA
6,0522,340,138,183,527,338,64.13662239089184,40.828402366863905,54.142011834319526,-13.31360946745562,ALIANZA
6,0523,279,183,81,521,281,53.93474088291747,65.12455516014235,28.82562277580071,36.29893238434164,MORENA
6,0524,2305,544,1684,3341,2329,69.70966776414247,23.357664233576642,72.30571060541004,-48.9480463718334,ALIANZA
6,0525,598,208,357,912,605,66.33771929824562,34.3801652892562,59.00826446280992,-24.62809917355372,ALIANZA
6,0526,387,132,242,582,393,67.52577319587628,33.587786259541986,61.57760814249364,-27.989821882951652,ALIANZA
6,0527,447,205,0,815,363,44.5398773006135,56.47382920110193,0,56.47382920110193,MORENA
6,0528,519,276,231,928,539,58.081896551724135,51.205936920222634,42.857142857142854,8.34879406307978,MORENA
6,0531,532,264,223,1018,543,53.33988212180746,48.61878453038674,41.06813996316759,7.550644567219152,MORENA
6,0532,7656,2703,4619,13780,7749,56.23367198838897,34.881920247773905,59.60769131500839,-24.725771067234483,ALIANZA
6,0533,439,251,158,1434,439,30.613668061366806,57.1753986332574,35.99088838268793,21.184510250569474,MORENA
6,0534,454,316,103,1322,460,34.79576399394856,68.69565217391305,22.391304347826086,46.30434782608696,MORENA
6,0535,337,200,114,879,347,39.47667804323095,57.636887608069166,32.85302593659942,24.783861671469744,MORENA
6,0536,759,479,227,1834,773,42.148309705561616,61.966364812419144,29.366106080206986,32.600258732212154,MORENA
6,0537,476,216,242,749,489,65.28704939919893,44.171779141104295,49.488752556237216,-5.316973415132921,ALIANZA
6,0538,778,357,368,1344,790,58.779761904761905,45.18987341772152,46.58227848101266,-1.392405063291136,ALIANZA
6,0539,697,313,292,1157,651,56.26620570440795,48.07987711213518,44.854070660522275,3.225806451612904,MORENA
6,0540,359,165,191,626,368,58.78594249201278,44.83695652173913,51.90217391304348,-7.065217391304344,ALIANZA
6,0542,407,192,189,666,407,61.111111111111114,47.174447174447174,46.437346437346434,0.7371007371007394,MORENA
6,0543,439,270,143,1005,449,44.67661691542288,60.13363028953229,31.848552338530066,28.285077951002226,MORENA
6,0544,580,301,235,1104,575,52.083333333333336,52.34782608695652,40.869565217391305,11.478260869565219,MORENA
6,0545,524,353,149,1159,537,46.333045729076794,65.73556797020484,27.746741154562383,37.988826815642454,MORENA
6,0546,335,192,130,683,343,50.219619326500734,55.97667638483965,37.90087463556851,18.075801749271136,MORENA
6,0549,159,92,65,377,167,44.29708222811671,55.08982035928144,38.92215568862275,16.167664670658688,MORENA
6,0550,416,234,161,807,424,52.540272614622054,55.18867924528302,37.971698113207545,17.216981132075475,MORENA
6,0551,216,111,85,428,218,50.93457943925234,50.91743119266055,38.99082568807339,11.926605504587158,MORENA
6,0552,458,270,179,960,480,50,56.25,37.291666666666664,18.958333333333336,MORENA
6,0553,390,244,130,821,397,48.35566382460414,61.46095717884131,32.7455919395466,28.715365239294712,MORENA
6,0554,843,573,211,2297,856,37.26599912929908,66.9392523364486,24.649532710280372,42.289719626168235,MORENA
6,0555,590,350,204,1318,599,45.44764795144158,58.43071786310517,34.0567612687813,24.37395659432387,MORENA
6,0556,592,357,195,1273,608,47.76119402985075,58.7171052631579,32.07236842105263,26.644736842105267,MORENA
6,0557,205,114,83,392,205,52.295918367346935,55.609756097560975,40.48780487804878,15.121951219512198,MORENA
6,0559,648,351,271,1381,661,47.863866763215064,53.10136157337367,40.998487140695914,12.102874432677758,MORENA
6,0560,402,288,108,923,440,47.670639219935,65.45454545454545,24.545454545454547,40.90909090909091,MORENA
6,0561,212,136,57,451,212,47.006651884700666,64.15094339622641,26.88679245283019,37.26415094339622,MORENA
6,0562,275,140,96,648,259,39.96913580246913,54.054054054054056,37.06563706563706,16.988416988416994,MORENA
6,0566,160,99,54,421,168,39.90498812351544,58.92857142857143,32.142857142857146,26.785714285714285,MORENA
6,0567,572,369,161,1443,582,40.33264033264033,63.402061855670105,27.66323024054983,35.738831615120276,MORENA
6,0568,781,505,230,2403,798,33.20848938826467,63.283208020050125,28.82205513784461,34.46115288220551,MORENA
6,0569,2008,1247,600,6618,2027,30.62858869749169,61.519486926492355,29.60039467192896,31.919092254563395,MORENA
6,0570,598,392,161,1976,600,30.364372469635626,65.33333333333333,26.833333333333332,38.5,MORENA
6,0572,177,123,45,476,180,37.81512605042017,68.33333333333333,25,43.33333333333333,MORENA
6,1396,369,154,190,569,373,65.5536028119508,41.28686327077748,50.938337801608576,-9.651474530831095,ALIANZA
6,1397,535,243,264,796,544,68.34170854271356,44.669117647058826,48.529411764705884,-3.860294117647058,ALIANZA
6,1398,926,416,459,1543,938,60.790667530784184,44.349680170575695,48.933901918976545,-4.58422174840085,ALIANZA
6,1399,392,162,198,619,392,63.32794830371567,41.326530612244895,50.51020408163265,-9.183673469387756,ALIANZA
6,1400,999,390,565,1780,1022,57.41573033707865,38.160469667318985,55.28375733855186,-17.123287671232873,ALIANZA
6,1401,273,146,115,585,281,48.034188034188034,51.95729537366548,40.92526690391459,11.032028469750891,MORENA
6,1402,195,118,69,472,199,42.16101694915254,59.2964824120603,34.67336683417086,24.623115577889443,MORENA
6,1403,426,252,162,1243,442,35.55913113435237,57.01357466063349,36.65158371040724,20.36199095022625,MORENA
6,1404,613,355,231,1610,626,38.88198757763975,56.70926517571885,36.90095846645367,19.808306709265175,MORENA
6,1405,420,355,216,1982,633,31.937436932391524,56.08214849921011,34.12322274881517,21.958925750394947,MORENA
7,0003,264,147,52,647,269,41.57650695517774,54.646840148698885,19.33085501858736,35.31598513011153,MORENA
7,0004,158,86,54,356,164,46.06741573033708,52.4390243902439,32.926829268292686,19.512195121951216,MORENA
7,0005,290,115,128,628,290,46.17834394904459,39.6551724137931,44.13793103448276,-4.482758620689658,ALIANZA
7,0006,667,229,213,1259,526,41.77918983320095,43.536121673003805,40.49429657794677,3.0418250950570354,MORENA
7,0007,602,288,216,1413,602,42.604387827317765,47.840531561461795,35.880398671096344,11.96013289036545,MORENA
7,0008,908,450,302,2002,920,45.95404595404595,48.91304347826087,32.82608695652174,16.086956521739125,MORENA
7,0009,1230,656,337,2736,1260,46.05263157894737,52.06349206349206,26.746031746031747,25.317460317460316,MORENA
7,0010,1122,626,340,2497,1145,45.855026031237486,54.672489082969435,29.694323144104803,24.97816593886463,MORENA
7,0011,644,272,163,1359,566,41.648270787343634,48.0565371024735,28.79858657243816,19.257950530035338,MORENA
7,0012,492,282,115,1158,510,44.04145077720207,55.294117647058826,22.54901960784314,32.74509803921569,MORENA
7,0013,469,244,103,1094,477,43.60146252285192,51.15303983228512,21.59329140461216,29.559748427672957,MORENA
7,0014,263,80,6,573,196,34.20593368237347,40.816326530612244,3.061224489795918,37.755102040816325,MORENA
7,0015,481,203,98,1081,480,44.403330249768736,42.291666666666664,20.416666666666668,21.874999999999996,MORENA
7,0016,267,92,0,627,211,33.65231259968102,43.60189573459716,0,43.60189573459716,MORENA
7,0017,1743,1018,273,4743,1764,37.191650853889946,57.709750566893426,15.476190476190476,42.23356009070295,MORENA
7,0018,726,338,114,1712,729,42.58177570093458,46.36488340192044,15.637860082304528,30.72702331961591,MORENA
7,0019,1261,703,222,3097,1280,41.33031966419115,54.921875,17.34375,37.578125,MORENA
7,0020,1744,981,324,4245,1761,41.48409893992933,55.70698466780239,18.398637137989777,37.30834752981261,MORENA
7,0021,790,426,177,1847,804,43.53004872766649,52.985074626865675,22.01492537313433,30.970149253731346,MORENA
7,0022,2081,1164,430,5210,2100,40.30710172744722,55.42857142857143,20.476190476190474,34.952380952380956,MORENA
7,0023,1652,922,257,4159,1666,40.057706179370044,55.342136854741895,15.426170468187275,39.91596638655462,MORENA
7,0024,2630,1576,425,7297,2682,36.754830752363986,58.76211782252051,15.846383296047726,42.91573452647278,MORENA
7,0025,969,508,145,2255,988,43.813747228381374,51.417004048582996,14.676113360323887,36.74089068825911,MORENA
7,0026,843,390,190,1321,852,64.49659348978047,45.774647887323944,22.300469483568076,23.474178403755868,MORENA
7,0027,99,67,18,134,98,73.13432835820896,68.36734693877551,18.367346938775512,50,MORENA
7,0028,69,51,1,126,70,55.55555555555556,72.85714285714286,1.4285714285714286,71.42857142857143,MORENA
7,0030,130,79,6,290,132,45.51724137931034,59.84848484848485,4.545454545454546,55.303030303030305,MORENA
7,0031,1441,810,277,3377,1455,43.08557891619781,55.670103092783506,19.037800687285223,36.63230240549828,MORENA
7,0032,138,71,22,324,141,43.51851851851852,50.354609929078016,15.602836879432624,34.751773049645394,MORENA
7,0054,721,265,268,1119,721,64.4325290437891,36.754507628294036,37.17059639389736,-0.41608876560332675,ALIANZA
7,0070,511,258,188,1258,517,41.09697933227345,49.90328820116054,36.36363636363637,13.539651837524175,MORENA
7,0071,574,285,232,1398,579,41.41630901287554,49.22279792746114,40.06908462867012,9.153713298791018,MORENA
7,0072,413,176,201,1026,425,41.42300194931774,41.411764705882355,47.294117647058826,-5.882352941176471,ALIANZA
7,0073,1015,509,392,2533,1032,40.742202921437034,49.32170542635659,37.98449612403101,11.337209302325576,MORENA
7,0074,771,405,294,1928,799,41.441908713692946,50.6883604505632,36.79599499374218,13.892365456821025,MORENA
7,0075,2724,1177,1187,7069,2634,37.26128165228462,44.68488990129081,45.064540622627185,-0.37965072133637534,ALIANZA
7,0076,220,110,103,457,225,49.23413566739606,48.888888888888886,45.77777777777778,3.111111111111107,MORENA
7,0077,170,98,57,418,166,39.71291866028708,59.036144578313255,34.33734939759036,24.698795180722897,MORENA
7,0078,391,220,135,900,398,44.22222222222222,55.27638190954774,33.91959798994975,21.356783919597987,MORENA
7,0079,388,214,145,803,403,50.186799501867995,53.101736972704714,35.98014888337469,17.121588089330025,MORENA
7,0080,315,159,132,744,318,42.74193548387097,50,41.509433962264154,8.490566037735846,MORENA
7,0081,349,142,185,702,355,50.56980056980057,40,52.11267605633803,-12.112676056338032,ALIANZA
7,0082,689,301,323,1534,701,45.69752281616688,42.93865905848787,46.07703281027104,-3.1383737517831705,ALIANZA
7,0083,1444,661,639,3321,1452,43.721770551038844,45.523415977961434,44.00826446280992,1.5151515151515156,MORENA
7,0084,622,284,262,1525,622,40.78688524590164,45.659163987138264,42.12218649517685,3.536977491961416,MORENA
7,0085,321,150,145,627,322,51.355661881977674,46.58385093167702,45.03105590062112,1.5527950310559007,MORENA
7,0086,139,81,48,323,143,44.27244582043344,56.64335664335665,33.56643356643357,23.07692307692308,MORENA
7,0087,128,49,60,214,128,59.81308411214953,38.28125,46.875,-8.59375,ALIANZA
7,0088,216,113,66,552,217,39.31159420289855,52.07373271889401,30.4147465437788,21.658986175115206,MORENA
7,0101,593,279,200,1003,603,60.11964107676969,46.26865671641791,33.16749585406302,13.101160862354888,MORENA
7,0102,127,43,44,191,127,66.49214659685863,33.85826771653543,34.645669291338585,-0.7874015748031553,ALIANZA
7,0103,1291,543,416,2097,1296,61.802575107296136,41.898148148148145,32.098765432098766,9.79938271604938,MORENA
7,0104,973,425,321,1570,982,62.547770700636946,43.27902240325866,32.68839103869654,10.590631364562121,MORENA
7,0105,958,484,319,1646,965,58.6269744835966,50.15544041450777,33.056994818652846,17.098445595854926,MORENA
7,0142,430,213,157,730,430,58.9041095890411,49.53488372093023,36.51162790697674,13.02325581395349,MORENA
7,0143,403,198,146,675,406,60.148148148148145,48.76847290640394,35.960591133004925,12.807881773399018,MORENA
7,0144,829,427,292,1298,837,64.48382126348228,51.01553166069295,34.88649940262844,16.129032258064512,MORENA
7,0145,986,497,363,1335,988,74.00749063670412,50.30364372469636,36.74089068825911,13.56275303643725,MORENA
8,0336,2272,1376,703,6763,2307,34.11208043767559,59.64456003467707,30.47247507585609,29.17208495882098,MORENA
8,0351,747,474,212,2353,766,32.554186145346364,61.8798955613577,27.676240208877285,34.20365535248041,MORENA
8,0353,204,135,58,528,208,39.39393939393939,64.90384615384616,27.884615384615383,37.019230769230774,MORENA
8,0367,534,289,188,1316,538,40.88145896656535,53.71747211895911,34.94423791821561,18.773234200743495,MORENA
8,0374,2289,1446,649,7480,2330,31.149732620320854,62.06008583690987,27.854077253218883,34.20600858369099,MORENA
8,0375,1149,609,441,2598,1167,44.91916859122402,52.18508997429306,37.789203084832906,14.39588688946015,MORENA
8,0384,799,454,296,1837,825,44.91017964071856,55.03030303030303,35.878787878787875,19.151515151515156,MORENA
8,0400,264,147,95,703,268,38.12233285917497,54.850746268656714,35.44776119402985,19.402985074626862,MORENA
8,1332,3235,2033,1035,15741,3325,21.123181500539992,61.142857142857146,31.127819548872182,30.015037593984964,MORENA
8,1333,843,474,305,2280,855,37.5,55.43859649122807,35.67251461988304,19.76608187134503,MORENA
8,1334,586,314,205,1413,594,42.038216560509554,52.861952861952865,34.51178451178451,18.350168350168353,MORENA
8,1335,643,355,240,1628,658,40.417690417690416,53.951367781155014,36.474164133738604,17.47720364741641,MORENA
8,1336,610,333,224,1573,617,39.22441195168468,53.970826580226905,36.30470016207455,17.666126418152352,MORENA
8,1337,169,108,47,633,171,27.01421800947867,63.1578947368421,27.485380116959064,35.67251461988304,MORENA
8,1338,514,320,152,1655,524,31.661631419939578,61.06870229007634,29.00763358778626,32.06106870229008,MORENA
8,1339,509,352,139,1631,535,32.801961986511344,65.79439252336448,25.981308411214954,39.813084112149525,MORENA
8,1340,242,151,79,741,249,33.60323886639676,60.6425702811245,31.72690763052209,28.91566265060241,MORENA
8,1342,275,147,103,622,279,44.855305466237944,52.68817204301075,36.91756272401434,15.770609318996414,MORENA
8,1343,1015,581,357,2496,1028,41.18589743589744,56.51750972762646,34.72762645914397,21.78988326848249,MORENA
8,1344,287,133,136,637,288,45.21193092621664,46.18055555555556,47.22222222222222,-1.0416666666666643,ALIANZA
8,1345,200,115,73,540,206,38.148148148148145,55.8252427184466,35.43689320388349,20.38834951456311,MORENA
8,1346,555,314,222,1275,565,44.31372549019608,55.575221238938056,39.29203539823009,16.283185840707965,MORENA
8,1347,369,230,110,1008,377,37.40079365079365,61.0079575596817,29.177718832891248,31.83023872679045,MORENA
8,1348,189,114,59,613,189,30.831973898858074,60.317460317460316,31.21693121693122,29.100529100529098,MORENA
8,1349,271,81,0,563,276,49.02309058614565,29.347826086956523,0,29.347826086956523,MORENA
8,1350,204,131,51,626,208,33.22683706070288,62.98076923076923,24.51923076923077,38.46153846153847,MORENA
8,1352,219,130,72,699,226,32.33190271816881,57.52212389380531,31.858407079646017,25.66371681415929,MORENA
8,1353,211,131,62,652,213,32.668711656441715,61.502347417840376,29.107981220657276,32.3943661971831,MORENA
8,1354,423,272,104,1377,422,30.64633260711692,64.45497630331754,24.644549763033176,39.81042654028436,MORENA
8,1355,476,294,134,1540,473,30.714285714285715,62.15644820295983,28.32980972515856,33.82663847780127,MORENA
8,1356,393,263,97,1343,404,30.081906180193595,65.0990099009901,24.00990099009901,41.089108910891085,MORENA
8,1357,389,252,102,1302,389,29.877112135176652,64.78149100257069,26.22107969151671,38.56041131105398,MORENA
8,1359,575,304,207,1290,583,45.1937984496124,52.14408233276158,35.506003430531734,16.638078902229843,MORENA
8,1444,258,185,50,1317,265,20.121488230827637,69.81132075471699,18.867924528301888,50.9433962264151,MORENA
8,1445,123,72,43,419,129,30.787589498806682,55.81395348837209,33.333333333333336,22.480620155038757,MORENA
8,1447,120,84,27,439,126,28.701594533029613,66.66666666666667,21.428571428571427,45.23809523809524,MORENA
8,1448,161,106,37,489,166,33.94683026584867,63.855421686746986,22.289156626506024,41.566265060240966,MORENA
8,1452,154,87,60,421,160,38.00475059382423,54.375,37.5,16.875,MORENA
8,1453,117,75,28,329,117,35.56231003039514,64.1025641025641,23.931623931623932,40.17094017094017,MORENA
8,1455,165,92,60,485,169,34.845360824742265,54.437869822485204,35.50295857988166,18.934911242603548,MORENA
8,1456,910,431,413,1507,921,61.11479761114798,46.79695982627579,44.842562432138976,1.9543973941368122,MORENA
8,1457,119,78,32,529,121,22.873345935727787,64.46280991735537,26.446280991735538,38.01652892561984,MORENA
8,1458,197,134,56,533,202,37.89868667917448,66.33663366336634,27.722772277227723,38.61386138613862,MORENA
8,1459,105,68,30,383,107,27.93733681462141,63.55140186915888,28.037383177570092,35.51401869158879,MORENA
8,1460,145,78,57,409,146,35.696821515892424,53.42465753424658,39.04109589041096,14.38356164383562,MORENA
8,1462,195,128,49,383,199,51.95822454308094,64.321608040201,24.623115577889447,39.69849246231155,MORENA
8,1463,165,96,51,392,165,42.09183673469388,58.18181818181818,30.90909090909091,27.27272727272727,MORENA
8,1464,148,78,66,424,154,36.320754716981135,50.64935064935065,42.857142857142854,7.7922077922077975,MORENA
8,1466,188,102,74,442,192,43.43891402714932,53.125,38.541666666666664,14.583333333333336,MORENA
8,1467,229,105,103,392,235,59.94897959183673,44.680851063829785,43.829787234042556,0.851063829787229,MORENA
8,1468,286,144,116,549,292,53.18761384335155,49.31506849315068,39.726027397260275,9.589041095890408,MORENA
8,1469,332,147,156,599,338,56.42737896494157,43.49112426035503,46.15384615384615,-2.662721893491124,ALIANZA
8,1470,417,186,184,828,419,50.60386473429951,44.39140811455847,43.914081145584724,0.47732696897374893,MORENA
8,1471,235,131,97,464,241,51.939655172413794,54.356846473029044,40.24896265560166,14.107883817427386,MORENA
8,1472,113,83,26,475,119,25.05263157894737,69.74789915966386,21.84873949579832,47.89915966386554,MORENA
8,1473,161,113,41,519,166,31.984585741811177,68.07228915662651,24.698795180722893,43.373493975903614,MORENA
8,1474,306,141,143,593,309,52.1079258010118,45.63106796116505,46.27831715210356,-0.6472491909385099,ALIANZA
8,1475,100,48,45,221,106,47.963800904977376,45.283018867924525,42.45283018867924,2.830188679245282,MORENA
8,1477,223,109,101,416,226,54.32692307692308,48.230088495575224,44.690265486725664,3.5398230088495595,MORENA
8,1478,254,99,139,485,260,53.608247422680414,38.07692307692308,53.46153846153846,-15.38461538461538,ALIANZA
8,1480,250,107,124,437,257,58.81006864988559,41.63424124513619,48.249027237354085,-6.614785992217897,ALIANZA
8,1482,221,90,116,444,225,50.67567567567568,40,51.55555555555556,-11.555555555555557,ALIANZA
9,0376,584,0,0,1192,305,25.58724832214765,0,0,0,ALIANZA
9,0377,603,350,214,1341,616,45.9358687546607,56.81818181818182,34.74025974025974,22.077922077922082,MORENA
9,0385,362,191,151,707,371,52.475247524752476,51.482479784366575,40.700808625336926,10.78167115902965,MORENA
9,0386,863,398,416,1590,885,55.660377358490564,44.97175141242938,47.005649717514125,-2.0338983050847474,ALIANZA
9,0387,1034,510,465,1837,1053,57.32172019597169,48.433048433048434,44.15954415954416,4.2735042735042725,MORENA
9,0388,551,278,239,970,565,58.24742268041237,49.203539823008846,42.30088495575221,6.902654867256636,MORENA
9,0392,728,251,449,1131,741,65.51724137931035,33.87314439946019,60.59379217273954,-26.720647773279353,ALIANZA
9,0393,819,295,477,1244,824,66.2379421221865,35.800970873786405,57.88834951456311,-22.087378640776706,ALIANZA
9,0394,824,349,417,1486,814,54.77792732166891,42.874692874692876,51.22850122850123,-8.353808353808354,ALIANZA
9,0395,445,230,180,889,457,51.40607424071991,50.328227571115974,39.38730853391685,10.940919037199123,MORENA
9,0396,538,321,188,1227,553,45.069274653626735,58.047016274864376,33.99638336347197,24.050632911392405,MORENA
9,0397,644,311,287,1262,655,51.901743264659274,47.48091603053435,43.81679389312977,3.6641221374045827,MORENA
9,0398,592,336,223,1304,603,46.24233128834356,55.72139303482587,36.981757877280266,18.739635157545607,MORENA
9,0399,296,122,154,564,302,53.54609929078014,40.397350993377486,50.99337748344371,-10.596026490066222,ALIANZA
9,0401,842,519,262,2126,848,39.88711194731891,61.20283018867924,30.89622641509434,30.306603773584904,MORENA
9,0402,1047,548,441,2102,1072,50.99904852521408,51.11940298507463,41.13805970149254,9.981343283582092,MORENA
9,0403,851,337,454,1475,854,57.898305084745765,39.46135831381733,53.1615925058548,-13.70023419203747,ALIANZA
9,0404,388,164,199,685,400,58.394160583941606,41,49.75,-8.75,ALIANZA
9,0405,400,216,161,840,411,48.92857142857143,52.55474452554745,39.17274939172749,13.381995133819956,MORENA
9,0406,609,290,289,1062,622,58.568738229755176,46.62379421221865,46.463022508038584,0.16077170418006403,MORENA
9,0407,463,251,192,967,470,48.60392967942089,53.40425531914894,40.851063829787236,12.553191489361701,MORENA
9,0408,254,135,106,516,261,50.58139534883721,51.724137931034484,40.61302681992337,11.111111111111114,MORENA
9,0409,688,299,324,1291,683,52.90472501936483,43.77745241581259,47.43777452415813,-3.6603221083455395,ALIANZA
9,0410,409,173,201,722,412,57.06371191135734,41.99029126213592,48.786407766990294,-6.796116504854375,ALIANZA
9,0411,671,329,292,1309,680,51.94805194805195,48.38235294117647,42.94117647058823,5.441176470588239,MORENA
9,0412,591,207,349,1392,607,43.60632183908046,34.102141680395384,57.49588138385502,-23.393739703459637,ALIANZA
9,0419,709,221,463,1091,718,65.81118240146654,30.779944289693592,64.48467966573816,-33.70473537604457,ALIANZA
9,0420,680,206,434,1092,677,61.99633699633699,30.428360413589363,64.10635155096011,-33.67799113737075,ALIANZA
9,0421,558,264,257,1093,567,51.87557182067704,46.560846560846564,45.326278659611994,1.2345679012345698,MORENA
9,0422,305,132,165,615,312,50.73170731707317,42.30769230769231,52.88461538461539,-10.57692307692308,ALIANZA
9,0423,431,219,175,952,434,45.588235294117645,50.46082949308756,40.32258064516129,10.13824884792627,MORENA
9,0424,567,319,204,1193,581,48.700754400670576,54.90533562822719,35.111876075731494,19.793459552495698,MORENA
9,0425,734,379,317,1429,747,52.27431770468859,50.73627844712182,42.43641231593039,8.299866131191429,MORENA
9,0426,599,352,201,1252,609,48.64217252396166,57.79967159277504,33.004926108374384,24.794745484400657,MORENA
9,0428,956,597,309,2590,987,38.108108108108105,60.48632218844985,31.306990881458965,29.179331306990882,MORENA
9,0429,941,540,332,2165,956,44.15704387990762,56.48535564853557,34.72803347280335,21.75732217573222,MORENA
9,0431,872,506,296,2009,889,44.250871080139376,56.917885264341955,33.295838020247466,23.62204724409449,MORENA
9,0432,459,233,194,845,474,56.094674556213015,49.15611814345991,40.92827004219409,8.22784810126582,MORENA
9,0433,519,293,202,1254,534,42.58373205741627,54.8689138576779,37.827715355805246,17.041198501872657,MORENA
9,0434,539,316,191,1286,554,43.07931570762053,57.03971119133574,34.47653429602888,22.56317689530686,MORENA
9,0435,384,237,125,769,399,51.88556566970091,59.3984962406015,31.328320802005013,28.07017543859649,MORENA
9,0436,339,191,132,635,346,54.488188976377955,55.202312138728324,38.15028901734104,17.052023121387286,MORENA
9,0437,349,200,133,702,352,50.142450142450144,56.81818181818182,37.78409090909091,19.034090909090914,MORENA
9,0438,659,316,297,1151,668,58.0364900086881,47.30538922155689,44.461077844311376,2.8443113772455106,MORENA
9,0440,612,146,460,926,637,68.79049676025917,22.91993720565149,72.21350078492935,-49.29356357927786,ALIANZA
9,0441,497,168,323,826,513,62.106537530266344,32.748538011695906,62.96296296296296,-30.214424951267056,ALIANZA
