DISTRITO_LOCAL,SECCION,TOTAL_VOTANTES,MORENAv,ALIANZAv,LN,VOTOS,PARTICIPACION,MORENA,ALIANZA,DIF,CLASF
13,1518,518,297,157,1615,518,32.074303405572756,57.335907335907336,30.30888030888031,27.027027027027028,MORENA
13,1519,660,375,205,1525,659,43.21311475409836,56.904400606980275,31.10773899848255,25.796661608497725,MORENA
13,1520,312,183,94,887,307,34.61104847801578,59.60912052117264,30.618892508143322,28.99022801302932,MORENA
13,1521,192,128,38,676,197,29.142011834319526,64.9746192893401,19.289340101522843,45.68527918781726,MORENA
13,1523,149,97,33,591,155,26.22673434856176,62.58064516129032,21.29032258064516,41.29032258064516,MORENA
13,1524,291,170,84,676,290,42.89940828402367,58.62068965517241,28.96551724137931,29.655172413793103,MORENA
13,1526,187,116,48,645,187,28.992248062015506,62.032085561497325,25.668449197860962,36.36363636363636,MORENA
13,1527,382,247,98,934,388,41.54175588865096,63.65979381443299,25.257731958762886,38.4020618556701,MORENA
13,1528,544,307,167,1143,545,47.68153980752406,56.330275229357795,30.642201834862384,25.68807339449541,MORENA
13,1570,1426,729,567,2965,1443,48.66779089376054,50.51975051975052,39.29313929313929,11.226611226611226,MORENA
13,1571,893,479,324,2531,911,35.993678387988936,52.57958287596048,35.56531284302964,17.014270032930845,MORENA
14,0760,560,249,132,1043,553,53.02013422818792,45.02712477396022,23.869801084990957,21.15732368896926,MORENA
14,0761,723,313,173,1324,725,54.7583081570997,43.172413793103445,23.862068965517242,19.310344827586203,MORENA
14,0762,173,90,16,602,172,28.571428571428573,52.325581395348834,9.30232558139535,43.02325581395348,MORENA
14,0763,199,105,38,383,208,54.30809399477807,50.48076923076923,18.26923076923077,32.21153846153847,MORENA
14,0764,396,160,125,669,394,58.893871449925264,40.609137055837564,31.725888324873097,8.883248730964468,MORENA
14,0765,1101,505,290,2239,1121,50.066994193836535,45.049063336306865,25.869759143621767,19.1793041926851,MORENA
14,0766,369,128,134,718,376,52.36768802228412,34.04255319148936,35.638297872340424,-1.5957446808510625,ALIANZA
14,0767,390,205,61,699,396,56.652360515021456,51.76767676767677,15.404040404040405,36.36363636363636,MORENA
14,0768,766,283,140,1445,775,53.63321799307958,36.516129032258064,18.06451612903226,18.451612903225804,MORENA
14,0770,401,110,39,665,401,60.30075187969925,27.43142144638404,9.72568578553616,17.70573566084788,MORENA
14,0771,755,432,152,1355,751,55.42435424354244,57.52330226364847,20.239680426098534,37.28362183754993,MORENA
14,0772,220,102,31,410,221,53.90243902439025,46.15384615384615,14.027149321266968,32.126696832579185,MORENA
14,0994,262,174,47,675,260,38.51851851851852,66.92307692307692,18.076923076923077,48.84615384615384,MORENA
14,0995,239,178,43,624,245,39.26282051282051,72.65306122448979,17.551020408163264,55.10204081632652,MORENA
14,0996,517,391,98,1422,531,37.34177215189873,73.6346516007533,18.455743879472692,55.17890772128061,MORENA
14,0997,396,262,77,1047,397,37.917860553963706,65.99496221662469,19.395465994962215,46.59949622166247,MORENA
14,0998,271,189,40,747,270,36.144578313253014,70,14.814814814814815,55.18518518518518,MORENA
14,0999,450,306,88,1326,449,33.86123680241327,68.15144766146993,19.599109131403118,48.55233853006681,MORENA
14,1000,278,189,73,580,290,50,65.17241379310344,25.17241379310345,40,MORENA
14,1001,259,189,50,569,259,45.518453427065026,72.97297297297297,19.305019305019304,53.66795366795367,MORENA
14,1002,388,267,91,835,396,47.4251497005988,67.42424242424242,22.97979797979798,44.44444444444444,MORENA
14,1003,241,161,64,510,244,47.84313725490196,65.98360655737704,26.229508196721312,39.75409836065573,MORENA
14,1004,562,369,124,1306,569,43.56814701378254,64.8506151142355,21.79261862917399,43.05799648506151,MORENA
14,1006,196,118,34,659,196,29.74203338391502,60.204081632653065,17.346938775510203,42.85714285714286,MORENA
14,1007,510,330,136,1117,516,46.195165622202325,63.95348837209303,26.356589147286822,37.59689922480621,MORENA
14,1008,394,251,119,769,398,51.7555266579974,63.06532663316583,29.899497487437184,33.16582914572865,MORENA
14,1009,422,324,67,852,427,50.117370892018776,75.87822014051523,15.690866510538642,60.187353629976585,MORENA
14,1011,491,248,202,991,494,49.848637739656915,50.202429149797574,40.89068825910931,9.311740890688263,MORENA
14,1013,686,341,120,1272,529,41.588050314465406,64.461247637051045,22.68431001890359,41.77693761814746,MORENA
14,1014,276,200,45,647,269,41.57650695517774,74.34944237918215,16.728624535315983,57.62081784386616,MORENA
14,1015,488,356,54,1236,488,39.482200647249194,72.95081967213115,11.065573770491802,61.885245901639344,MORENA
14,1089,170,126,26,584,170,29.10958904109589,74.11764705882354,15.294117647058824,58.82352941176471,MORENA
14,1091,288,488,17,1093,548,50.137236962488565,89.05109489051095,3.102189781021898,85.94890510948906,MORENA
14,1092,481,384,50,1419,481,33.897110641296685,79.83367983367984,10.395010395010395,69.43866943866945,MORENA
14,1093,650,514,46,1834,650,35.44165757906216,79.07692307692308,7.076923076923077,72,MORENA
14,1094,505,420,51,1340,505,37.6865671641791,83.16831683168317,10.099009900990099,73.06930693069307,MORENA
14,1095,234,197,11,621,238,38.32528180354267,82.77310924369748,4.621848739495798,78.15126050420167,MORENA
14,1096,454,377,49,1045,460,44.01913875598086,81.95652173913044,10.652173913043478,71.30434782608695,MORENA
14,1097,812,591,82,2652,814,30.693815987933636,72.60442260442261,10.073710073710073,62.530712530712535,MORENA
14,1098,1175,545,45,2404,671,27.911813643926788,81.2220566318927,6.7064083457526085,74.51564828614009,MORENA
14,1099,196,154,11,534,196,36.70411985018727,78.57142857142857,5.612244897959184,72.95918367346938,MORENA
14,1100,428,358,20,1218,428,35.139573070607554,83.64485981308411,4.672897196261682,78.97196261682242,MORENA
14,1101,224,156,17,578,223,38.581314878892734,69.95515695067265,7.623318385650224,62.33183856502242,MORENA
14,1102,1352,707,440,2603,1373,52.74683058009988,51.49308084486526,32.04661325564457,19.44646758922069,MORENA
14,1103,449,263,110,883,462,52.32163080407701,56.926406926406926,23.80952380952381,33.116883116883116,MORENA
14,1104,462,250,158,800,474,59.25,52.742616033755276,33.333333333333336,19.40928270042194,MORENA
14,1105,1051,523,373,1880,1066,56.702127659574465,49.06191369606004,34.9906191369606,14.071294559099435,MORENA
14,1106,598,414,80,1121,626,55.84299732381802,66.13418530351437,12.779552715654953,53.35463258785942,MORENA
14,1107,1278,745,296,2254,1297,57.54214729370009,57.4402467232074,22.8218966846569,34.6183500385505,MORENA
14,1108,182,115,22,528,193,36.553030303030305,59.58549222797927,11.398963730569948,48.18652849740933,MORENA
15,0820,326,193,91,701,343,48.93009985734665,56.268221574344025,26.53061224489796,29.737609329446066,MORENA
15,0830,277,155,80,647,279,43.12210200927357,55.55555555555556,28.67383512544803,26.881720430107528,MORENA
15,0836,150,103,34,345,156,45.21739130434783,66.02564102564102,21.794871794871796,44.230769230769226,MORENA
15,0837,262,167,66,686,267,38.92128279883382,62.546816479400746,24.719101123595507,37.82771535580524,MORENA
15,0838,338,220,71,867,341,39.33102652825836,64.51612903225806,20.821114369501466,43.6950146627566,MORENA
15,0848,420,197,136,859,398,46.33294528521537,49.49748743718593,34.17085427135678,15.32663316582915,MORENA
15,0849,517,294,146,1047,523,49.95224450811843,56.21414913957935,27.915869980879542,28.298279158699806,MORENA
15,0850,284,159,78,543,283,52.117863720073665,56.18374558303887,27.56183745583039,28.62190812720848,MORENA
15,0853,437,223,168,816,452,55.3921568627451,49.336283185840706,37.16814159292036,12.16814159292035,MORENA
15,0854,420,162,195,688,425,61.77325581395349,38.11764705882353,45.88235294117647,-7.764705882352942,ALIANZA
15,0859,356,189,108,737,355,48.16824966078698,53.23943661971831,30.422535211267604,22.816901408450708,MORENA
15,0861,524,299,142,1020,528,51.76470588235294,56.628787878787875,26.893939393939394,29.73484848484848,MORENA
15,0862,485,267,138,989,492,49.74721941354904,54.26829268292683,28.048780487804876,26.21951219512195,MORENA
15,0863,217,126,63,434,217,50,58.064516129032256,29.032258064516128,29.032258064516128,MORENA
15,0864,422,227,134,858,425,49.53379953379953,53.411764705882355,31.529411764705884,21.88235294117647,MORENA
15,0865,456,204,186,870,459,52.758620689655174,44.44444444444444,40.52287581699346,3.9215686274509807,MORENA
15,0869,196,114,55,389,199,51.15681233933162,57.28643216080402,27.63819095477387,29.64824120603015,MORENA
15,0870,393,212,117,724,396,54.69613259668508,53.535353535353536,29.545454545454547,23.98989898989899,MORENA
15,0871,433,301,66,1020,434,42.549019607843135,69.35483870967742,15.2073732718894,54.14746543778802,MORENA
15,0880,385,239,91,902,383,42.46119733924612,62.40208877284595,23.759791122715406,38.642297650130544,MORENA
15,0881,558,309,170,1141,563,49.34268185801928,54.88454706927176,30.19538188277087,24.68916518650089,MORENA
15,0882,288,171,75,584,289,49.486301369863014,59.16955017301038,25.951557093425606,33.21799307958477,MORENA
15,0883,697,383,200,1555,705,45.337620578778136,54.326241134751776,28.368794326241133,25.957446808510642,MORENA
15,0884,462,255,136,1086,473,43.554327808471456,53.911205073995774,28.752642706131077,25.158562367864697,MORENA
15,0894,473,256,141,1138,473,41.56414762741652,54.12262156448203,29.80972515856237,24.312896405919663,MORENA
15,0895,341,186,95,789,344,43.59949302915082,54.06976744186046,27.61627906976744,26.453488372093023,MORENA
15,0896,259,148,64,625,267,42.72,55.43071161048689,23.970037453183522,31.460674157303366,MORENA
15,0897,232,124,64,549,238,43.35154826958106,52.10084033613445,26.89075630252101,25.210084033613445,MORENA
15,0898,387,226,114,844,391,46.32701421800948,57.80051150895141,29.156010230179028,28.64450127877238,MORENA
15,0899,427,231,123,984,428,43.49593495934959,53.97196261682243,28.738317757009344,25.233644859813086,MORENA
15,0902,347,236,61,879,354,40.27303754266212,66.66666666666667,17.231638418079097,49.43502824858757,MORENA
15,0903,471,279,109,1559,489,31.3662604233483,57.05521472392638,22.29038854805726,34.764826175869125,MORENA
15,0904,771,275,123,1470,468,31.836734693877553,58.76068376068376,26.28205128205128,32.47863247863248,MORENA
15,0911,1401,855,357,4878,1440,29.52029520295203,59.375,24.791666666666668,34.58333333333333,MORENA
15,0912,733,442,184,2167,751,34.65620673742501,58.85486018641811,24.500665778961384,34.354194407456724,MORENA
15,0915,441,269,120,1388,450,32.4207492795389,59.77777777777778,26.666666666666668,33.111111111111114,MORENA
15,0916,972,555,293,2604,988,37.94162826420891,56.174089068825914,29.655870445344128,26.518218623481786,MORENA
15,0917,215,109,74,397,215,54.15617128463476,50.69767441860465,34.41860465116279,16.27906976744186,MORENA
15,0923,416,216,140,911,428,46.98133918770582,50.467289719626166,32.71028037383178,17.757009345794387,MORENA
15,0924,262,154,69,648,266,41.04938271604938,57.89473684210526,25.93984962406015,31.95488721804511,MORENA
15,0925,463,291,117,945,476,50.370370370370374,61.134453781512605,24.57983193277311,36.554621848739494,MORENA
15,0929,504,302,134,1059,514,48.536355051935786,58.75486381322957,26.070038910505836,32.68482490272373,MORENA
15,0930,532,290,151,1229,537,43.69406021155411,54.00372439478585,28.119180633147113,25.884543761638735,MORENA
15,0931,225,129,62,466,232,49.78540772532189,55.60344827586207,26.724137931034484,28.879310344827587,MORENA
15,0932,396,239,102,958,408,42.58872651356994,58.57843137254902,25,33.57843137254902,MORENA
15,0955,104,52,22,437,104,23.79862700228833,50,21.153846153846153,28.846153846153847,MORENA
15,0962,444,239,139,1068,449,42.04119850187266,53.229398663697104,30.957683741648108,22.271714922048996,MORENA
15,0966,906,650,177,2671,921,34.481467615125425,70.57546145494028,19.218241042345277,51.357220412595005,MORENA
15,0968,389,257,95,1015,397,39.11330049261084,64.73551637279597,23.929471032745592,40.806045340050375,MORENA
15,0969,393,260,87,948,401,42.29957805907173,64.83790523690773,21.69576059850374,43.14214463840399,MORENA
15,0970,176,118,36,426,176,41.31455399061033,67.04545454545455,20.454545454545453,46.59090909090909,MORENA
15,0971,801,336,115,1421,520,36.593947923997185,64.61538461538461,22.115384615384617,42.5,MORENA
15,0972,168,122,39,437,175,40.045766590389015,69.71428571428571,22.285714285714285,47.42857142857142,MORENA
15,0973,410,256,100,1235,412,33.36032388663968,62.13592233009709,24.271844660194176,37.86407766990291,MORENA
15,0974,397,286,66,1225,404,32.97959183673469,70.79207920792079,16.336633663366335,54.45544554455446,MORENA
15,0975,745,329,103,1364,498,36.510263929618766,66.06425702811245,20.68273092369478,45.381526104417674,MORENA
15,0976,439,2,16,580,62,10.689655172413794,3.225806451612903,25.806451612903224,-22.58064516129032,ALIANZA
15,0977,396,269,92,1037,408,39.34426229508197,65.93137254901961,22.54901960784314,43.38235294117648,MORENA
15,0978,489,315,116,1357,488,35.961680176860725,64.54918032786885,23.770491803278688,40.778688524590166,MORENA
15,0980,200,138,34,487,195,40.04106776180698,70.76923076923077,17.435897435897434,53.33333333333334,MORENA
15,0981,148,122,13,400,149,37.25,81.87919463087249,8.724832214765101,73.15436241610739,MORENA
15,0982,291,219,35,720,296,41.111111111111114,73.98648648648648,11.824324324324325,62.16216216216216,MORENA
15,0984,319,204,75,615,322,52.357723577235774,63.35403726708075,23.29192546583851,40.06211180124224,MORENA
15,0986,369,261,69,1059,374,35.316336166194525,69.78609625668449,18.449197860962567,51.33689839572192,MORENA
15,0987,382,268,70,885,385,43.50282485875706,69.6103896103896,18.181818181818183,51.428571428571416,MORENA
15,0988,111,83,19,346,111,32.08092485549133,74.77477477477477,17.117117117117118,57.65765765765765,MORENA
15,0989,111,89,3,275,114,41.45454545454545,78.0701754385965,2.6315789473684212,75.43859649122807,MORENA
15,0990,158,118,25,347,160,46.10951008645533,73.75,15.625,58.125,MORENA
15,0991,838,592,150,2126,850,39.98118532455315,69.6470588235294,17.647058823529413,51.99999999999999,MORENA
15,1557,664,362,183,2038,682,33.46418056918547,53.0791788856305,26.832844574780058,26.24633431085044,MORENA
15,1558,242,119,91,603,246,40.79601990049751,48.3739837398374,36.99186991869919,11.382113821138212,MORENA
15,1559,110,57,27,415,117,28.19277108433735,48.717948717948715,23.076923076923077,25.64102564102564,MORENA
15,1560,615,369,150,2640,670,25.37878787878788,55.07462686567164,22.388059701492537,32.6865671641791,MORENA
15,1561,734,390,235,2081,747,35.89620374819798,52.208835341365464,31.45917001338688,20.749665327978583,MORENA
15,1562,320,193,83,1398,322,23.032904148783977,59.93788819875776,25.77639751552795,34.161490683229815,MORENA
15,1563,220,95,91,553,225,40.6871609403255,42.22222222222222,40.44444444444444,1.7777777777777786,MORENA
15,1564,138,95,28,579,144,24.870466321243523,65.97222222222223,19.444444444444443,46.527777777777786,MORENA
15,1565,154,84,50,367,163,44.4141689373297,51.533742331288344,30.67484662576687,20.858895705521473,MORENA
15,1566,178,89,53,571,180,31.523642732049037,49.44444444444444,29.444444444444443,20,MORENA
15,1567,200,106,64,375,205,54.666666666666664,51.707317073170735,31.21951219512195,20.487804878048784,MORENA
15,1569,421,216,128,1344,426,31.696428571428573,50.70422535211268,30.046948356807512,20.657276995305168,MORENA
16,0773,1081,319,656,1851,1097,59.26526202052944,29.079307201458523,59.79945305378305,-30.720145852324524,ALIANZA
16,0774,355,136,179,575,360,62.608695652173914,37.77777777777778,49.72222222222222,-11.944444444444443,ALIANZA
16,0775,762,92,638,1019,779,76.44749754661433,11.810012836970476,81.89987163029525,-70.08985879332478,ALIANZA
16,0776,981,82,874,1345,998,74.20074349442379,8.216432865731463,87.57515030060121,-79.35871743486975,ALIANZA
16,0777,1744,405,1215,1872,1751,93.53632478632478,23.1296402055968,69.3889206167904,-46.2592804111936,ALIANZA
16,0778,210,129,45,543,215,39.59484346224678,60,20.930232558139537,39.06976744186046,MORENA
16,0779,360,233,75,1136,367,32.306338028169016,63.48773841961853,20.435967302452315,43.05177111716621,MORENA
16,0780,1306,812,300,5846,1350,23.092712966130687,60.148148148148145,22.22222222222222,37.925925925925924,MORENA
16,0781,584,133,422,857,595,69.42823803967327,22.352941176470587,70.92436974789916,-48.57142857142858,ALIANZA
16,0782,133,72,30,513,137,26.705653021442494,52.55474452554745,21.8978102189781,30.656934306569347,MORENA
16,0783,432,249,116,1380,447,32.391304347826086,55.70469798657718,25.950782997762865,29.753914988814316,MORENA
16,0784,151,81,35,428,158,36.91588785046729,51.265822784810126,22.151898734177216,29.11392405063291,MORENA
16,0785,182,110,52,638,183,28.683385579937305,60.10928961748634,28.415300546448087,31.693989071038253,MORENA
16,0786,1402,819,388,4468,1440,32.22918531781558,56.875,26.944444444444443,29.930555555555557,MORENA
16,0787,483,197,223,1118,497,44.45438282647585,39.63782696177062,44.8692152917505,-5.231388329979879,ALIANZA
16,0788,614,108,475,919,629,68.44396082698586,17.170111287758345,75.51669316375198,-58.346581875993635,ALIANZA
16,0789,498,280,153,1181,506,42.84504657070279,55.33596837944664,30.23715415019763,25.09881422924901,MORENA
16,0792,584,221,300,1038,594,57.225433526011564,37.205387205387204,50.505050505050505,-13.299663299663301,ALIANZA
16,0793,286,69,200,442,304,68.77828054298642,22.69736842105263,65.78947368421052,-43.09210526315789,ALIANZA
16,0794,1305,491,643,3571,1285,35.98431811817418,38.21011673151751,50.038910505836576,-11.828793774319067,ALIANZA
16,0795,428,116,277,699,436,62.374821173104436,26.605504587155963,63.53211009174312,-36.92660550458716,ALIANZA
16,0798,361,206,106,1062,367,34.55743879472693,56.130790190735695,28.88283378746594,27.247956403269754,MORENA
16,0799,266,140,81,573,268,46.77137870855148,52.23880597014925,30.223880597014926,22.014925373134325,MORENA
16,0800,346,193,116,676,352,52.071005917159766,54.82954545454545,32.95454545454545,21.875,MORENA
16,0801,223,53,151,435,223,51.264367816091955,23.766816143497756,67.71300448430493,-43.946188340807176,ALIANZA
16,0802,470,100,337,738,479,64.90514905149051,20.876826722338205,70.35490605427975,-49.478079331941544,ALIANZA
16,0803,479,153,272,784,480,61.224489795918366,31.875,56.666666666666664,-24.791666666666664,ALIANZA
16,0804,223,59,136,434,223,51.382488479262676,26.457399103139014,60.98654708520179,-34.52914798206278,ALIANZA
16,0805,304,102,173,553,312,56.41952983725135,32.69230769230769,55.44871794871795,-22.756410256410255,ALIANZA
16,0809,300,177,91,695,309,44.460431654676256,57.28155339805825,29.449838187702266,27.831715210355984,MORENA
16,0810,770,139,579,1121,780,69.5807314897413,17.82051282051282,74.23076923076923,-56.41025641025641,ALIANZA
16,0811,491,207,241,841,500,59.45303210463734,41.4,48.2,-6.800000000000004,ALIANZA
16,0812,589,329,200,1181,602,50.973751058425066,54.651162790697676,33.222591362126245,21.42857142857143,MORENA
16,0813,301,196,64,649,307,47.303543913713405,63.843648208469055,20.846905537459282,42.99674267100977,MORENA
16,0814,563,362,149,1094,578,52.83363802559415,62.62975778546713,25.77854671280277,36.851211072664356,MORENA
16,0815,329,140,148,641,336,52.418096723868956,41.666666666666664,44.04761904761905,-2.3809523809523867,ALIANZA
16,0816,309,147,129,591,315,53.2994923857868,46.666666666666664,40.95238095238095,5.714285714285715,MORENA
16,0817,282,113,123,541,290,53.60443622920518,38.96551724137931,42.41379310344828,-3.448275862068968,ALIANZA
16,0818,191,84,83,315,196,62.22222222222222,42.857142857142854,42.3469387755102,0.5102040816326507,MORENA
16,0822,993,470,416,1946,1009,51.84994861253854,46.58077304261645,41.22893954410307,5.351833498513379,MORENA
16,0824,233,113,96,461,233,50.54229934924078,48.497854077253216,41.201716738197426,7.2961373390557895,MORENA
16,0825,168,75,72,347,172,49.56772334293948,43.604651162790695,41.86046511627907,1.7441860465116221,MORENA
16,0826,332,180,112,631,337,53.40729001584786,53.41246290801187,33.23442136498517,20.1780415430267,MORENA
16,0827,310,149,115,558,317,56.81003584229391,47.003154574132495,36.277602523659304,10.72555205047319,MORENA
16,0833,197,85,77,425,197,46.35294117647059,43.14720812182741,39.08629441624365,4.060913705583758,MORENA
16,0834,200,111,56,452,201,44.469026548672566,55.223880597014926,27.860696517412936,27.36318407960199,MORENA
16,0839,270,115,121,537,278,51.76908752327747,41.36690647482014,43.52517985611511,-2.1582733812949684,ALIANZA
16,0840,171,98,52,330,172,52.121212121212125,56.97674418604651,30.232558139534884,26.744186046511626,MORENA
16,0845,442,205,185,793,455,57.377049180327866,45.05494505494506,40.65934065934066,4.395604395604401,MORENA
16,0846,505,246,213,870,518,59.54022988505747,47.49034749034749,41.11969111969112,6.37065637065637,MORENA
16,0847,375,144,176,624,381,61.05769230769231,37.79527559055118,46.194225721784775,-8.398950131233597,ALIANZA
16,0851,347,151,147,669,352,52.615844544095665,42.89772727272727,41.76136363636363,1.1363636363636402,MORENA
16,0852,400,184,158,659,407,61.76024279210926,45.20884520884521,38.82063882063882,6.388206388206392,MORENA
16,0933,121,70,30,345,126,36.52173913043478,55.55555555555556,23.80952380952381,31.746031746031747,MORENA
16,0934,259,167,65,463,269,58.09935205183585,62.0817843866171,24.1635687732342,37.9182156133829,MORENA
16,0935,275,213,37,700,279,39.857142857142854,76.34408602150538,13.261648745519713,63.08243727598566,MORENA
16,0936,229,173,25,699,231,33.047210300429185,74.89177489177489,10.822510822510823,64.06926406926407,MORENA
16,0937,453,236,106,981,394,40.16309887869521,59.898477157360404,26.903553299492387,32.99492385786802,MORENA
16,0938,130,101,19,385,140,36.36363636363637,72.14285714285714,13.571428571428571,58.57142857142857,MORENA
16,0939,403,244,88,1231,422,34.28107229894395,57.81990521327014,20.85308056872038,36.96682464454976,MORENA
16,0940,264,163,71,666,275,41.291291291291294,59.27272727272727,25.818181818181817,33.45454545454545,MORENA
16,0941,139,88,37,411,148,36.009732360097324,59.45945945945946,25,34.45945945945946,MORENA
16,0943,254,93,79,588,194,32.993197278911566,47.93814432989691,40.72164948453608,7.2164948453608275,MORENA
16,0945,925,557,231,3063,948,30.950048971596473,58.755274261603375,24.367088607594937,34.38818565400844,MORENA
16,0946,303,190,83,806,315,39.0818858560794,60.317460317460316,26.349206349206348,33.96825396825397,MORENA
16,0947,506,305,153,1259,522,41.4614773629865,58.42911877394636,29.310344827586206,29.11877394636015,MORENA
16,0948,209,108,71,596,215,36.07382550335571,50.23255813953488,33.02325581395349,17.20930232558139,MORENA
16,0949,1734,926,539,4844,1756,36.25103220478943,52.73348519362187,30.69476082004556,22.038724373576308,MORENA
16,0950,414,234,114,907,415,45.75523704520397,56.3855421686747,27.46987951807229,28.915662650602407,MORENA
16,0951,3022,1637,933,9489,3100,32.66940668142059,52.806451612903224,30.096774193548388,22.709677419354836,MORENA
16,0952,699,279,330,1635,714,43.669724770642205,39.075630252100844,46.21848739495798,-7.142857142857139,ALIANZA
16,0953,199,133,40,481,200,41.58004158004158,66.5,20,46.5,MORENA
16,0954,559,349,140,1205,559,46.39004149377593,62.432915921288014,25.044722719141323,37.388193202146695,MORENA
17,0791,261,165,63,665,265,39.849624060150376,62.264150943396224,23.77358490566038,38.490566037735846,MORENA
17,0796,506,330,113,1101,513,46.59400544959128,64.32748538011695,22.02729044834308,42.30019493177387,MORENA
17,0797,351,164,138,671,355,52.906110283159464,46.19718309859155,38.87323943661972,7.323943661971832,MORENA
17,0806,306,107,169,534,311,58.239700374531836,34.40514469453376,54.340836012861736,-19.935691318327976,ALIANZA
17,0807,3830,1675,1734,8029,3906,48.648648648648646,42.88274449564772,44.39324116743472,-1.5104966717869956,ALIANZA
17,0823,556,145,375,815,567,69.57055214723927,25.573192239858905,66.13756613756614,-40.564373897707235,ALIANZA
17,0831,623,193,352,932,639,68.56223175965665,30.203442879499217,55.08607198748044,-24.88262910798122,ALIANZA
17,0841,281,151,93,517,284,54.93230174081238,53.16901408450704,32.74647887323944,20.4225352112676,MORENA
17,0842,642,308,269,1136,653,57.482394366197184,47.166921898928024,41.19448698315467,5.972434915773356,MORENA
17,0843,622,299,267,1117,632,56.58012533572068,47.31012658227848,42.24683544303797,5.063291139240505,MORENA
17,0855,469,231,162,944,478,50.63559322033898,48.32635983263598,33.89121338912134,14.43514644351464,MORENA
17,0856,452,281,165,975,514,52.717948717948715,54.6692607003891,32.1011673151751,22.568093385214006,MORENA
17,0857,2618,1322,894,5541,2644,47.7170185887024,50,33.812405446293496,16.187594553706504,MORENA
17,0858,1276,753,335,3456,1299,37.58680555555556,57.967667436489606,25.789068514241723,32.178598922247886,MORENA
17,0860,314,160,118,607,319,52.55354200988468,50.156739811912225,36.990595611285265,13.16614420062696,MORENA
17,0866,233,129,69,640,242,37.8125,53.30578512396694,28.512396694214875,24.793388429752067,MORENA
17,0867,254,146,74,494,248,50.202429149797574,58.87096774193548,29.838709677419356,29.032258064516125,MORENA
17,0874,321,156,105,584,321,54.965753424657535,48.598130841121495,32.71028037383178,15.887850467289717,MORENA
17,0875,511,325,131,1024,521,50.87890625,62.38003838771593,25.143953934740882,37.23608445297505,MORENA
17,0876,257,161,53,684,259,37.865497076023395,62.16216216216216,20.463320463320464,41.6988416988417,MORENA
17,0877,299,199,59,859,311,36.20488940628638,63.98713826366559,18.971061093247588,45.016077170418,MORENA
17,0878,302,172,84,640,302,47.1875,56.95364238410596,27.814569536423843,29.13907284768212,MORENA
17,0885,406,233,104,963,417,43.30218068535826,55.875299760191844,24.940047961630697,30.935251798561147,MORENA
17,0886,336,217,81,770,339,44.02597402597402,64.0117994100295,23.893805309734514,40.11799410029498,MORENA
17,0887,1979,1194,514,6193,2030,32.778943968997254,58.81773399014779,25.320197044334975,33.49753694581281,MORENA
17,0888,786,503,154,2033,746,36.69454008853911,67.42627345844504,20.64343163538874,46.7828418230563,MORENA
17,0889,495,321,108,1261,501,39.73037272006344,64.07185628742515,21.55688622754491,42.51497005988024,MORENA
17,0890,426,255,109,1075,437,40.651162790697676,58.35240274599543,24.94279176201373,33.40961098398169,MORENA
17,0891,322,193,66,698,322,46.13180515759312,59.93788819875776,20.496894409937887,39.440993788819874,MORENA
17,0892,345,253,53,776,353,45.48969072164948,71.671388101983,15.01416430594901,56.65722379603399,MORENA
17,0893,242,147,69,688,249,36.19186046511628,59.036144578313255,27.710843373493976,31.32530120481928,MORENA
17,0900,329,215,75,699,329,47.06723891273248,65.34954407294833,22.796352583586625,42.55319148936171,MORENA
17,0901,1578,953,364,4768,2096,43.95973154362416,45.467557251908396,17.366412213740457,28.10114503816794,MORENA
17,0906,577,387,106,1647,596,36.18700667880996,64.93288590604027,17.78523489932886,47.14765100671141,MORENA
17,0907,861,584,136,2471,875,35.41076487252125,66.74285714285715,15.542857142857143,51.2,MORENA
17,0908,683,436,174,1999,712,35.617808904452225,61.235955056179776,24.43820224719101,36.79775280898876,MORENA
17,0909,789,462,209,1942,800,41.19464469618949,57.75,26.125,31.625,MORENA
17,0910,1341,825,330,4269,1380,32.326071679550246,59.78260869565217,23.91304347826087,35.8695652173913,MORENA
17,0913,411,277,95,1054,416,39.46869070208729,66.58653846153847,22.83653846153846,43.75000000000001,MORENA
17,0914,327,213,66,935,332,35.50802139037433,64.1566265060241,19.879518072289155,44.27710843373494,MORENA
17,0918,289,185,67,693,297,42.857142857142854,62.28956228956229,22.55892255892256,39.73063973063973,MORENA
17,0919,759,496,149,2469,797,32.280275415147834,62.23337515683814,18.695106649937266,43.53826850690088,MORENA
17,0920,632,412,130,2334,645,27.63496143958869,63.87596899224806,20.155038759689923,43.72093023255814,MORENA
17,0922,548,306,165,1166,557,47.77015437392796,54.937163375224415,29.622980251346497,25.314183123877918,MORENA
17,0926,204,127,45,450,214,47.55555555555556,59.345794392523366,21.02803738317757,38.3177570093458,MORENA
17,0927,327,219,52,861,330,38.32752613240418,66.36363636363636,15.757575757575758,50.6060606060606,MORENA
17,0928,159,106,30,505,163,32.277227722772274,65.03067484662577,18.404907975460123,46.62576687116565,MORENA
17,0956,3245,1752,1067,9806,3274,33.38772180297777,53.5125229077581,32.59010384850336,20.922419059254736,MORENA
17,0957,236,160,50,591,236,39.93231810490694,67.79661016949153,21.1864406779661,46.610169491525426,MORENA
17,0958,509,302,165,1367,520,38.03950256035113,58.07692307692308,31.73076923076923,26.34615384615385,MORENA
