"DIPUTACIONES LOCALES (INCLUYE RESULTADOS DE MAYORIA RELATIVA Y REPRESENTACION PROPORCIONAL)"
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3773,3804,31,3773,100.0000,3166,83.9120,23.0585,607,1841000,809615,803712,43.9769

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_DISTRITO_LOCAL,DISTRITO_LOCAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,CC_MORENA_PT_PVEM_NA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_JHZM,CAND_IND_JME,CAND_IND_CSVB,CAND_IND_JTVG,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'260601C0900,'260601C09003,26,SONORA,011,HERMOSILLO,0601,0009,C,0,1,3,574,174,3,173,58,-,-,-,-,3,6,18,78,-,3,1,0,-,-,-,-,-,-,-,-,0,6,173,173,707,48,,1,D,deddb9213d1d7b5f967947f904ef97502a40dc620930f100e11c344c8919dcac,"07/06/2021 04:33:00","07/06/2021 05:07:22","07/06/2021 05:07:32",CATD,ESCANER,"ACTA PREP"
'260601C1000,'260601C10003,26,SONORA,011,HERMOSILLO,0601,0010,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,707,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 12:06:00","07/06/2021 12:06:57","07/06/2021 12:06:57",CATD,ESCANER,"ACTA PREP"
'260601C1100,'260601C11003,26,SONORA,011,HERMOSILLO,0601,0011,C,0,1,3,554,198,4,198,59,-,-,-,-,5,10,30,72,-,1,4,3,-,-,-,-,-,-,-,-,0,14,198,198,707,48,,1,D,2c2c4feea5ec18fe1391738a1b196be98bd319a47f7f912f944028eca05d2ec4,"07/06/2021 04:48:00","07/06/2021 05:17:12","07/06/2021 05:17:21",CATD,ESCANER,"ACTA PREP"
'260601C1200,'260601C12003,26,SONORA,011,HERMOSILLO,0601,0012,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,707,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:42:00","07/06/2021 08:44:24","07/06/2021 08:44:24",CATD,ESCANER,"ACTA PREP"
'260601C1300,'260601C13003,26,SONORA,011,HERMOSILLO,0601,0013,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,707,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 10:19:00","07/06/2021 10:21:32","07/06/2021 10:21:32",CATD,ESCANER,"ACTA PREP"
'260601C1400,'260601C14003,26,SONORA,011,HERMOSILLO,0601,0014,C,0,1,3,0,0,0,0,45,-,-,-,-,6,7,26,74,-,2,0,1,-,-,-,-,-,-,-,-,0,7,168,168,707,48,,1,D,57d2db95294ed505a1780765b451a6a0c7f9e7306c82d11b7be158efaf3e69d5,"07/06/2021 04:47:00","07/06/2021 05:19:55","07/06/2021 05:19:58",CATD,ESCANER,"ACTA PREP"
'260601C1500,'260601C15003,26,SONORA,011,HERMOSILLO,0601,0015,C,0,1,3,584,207,3,166,48,-,-,-,-,6,8,19,72,-,2,1,0,-,-,-,-,-,-,-,-,0,10,166,166,707,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,a447972ffb63cda2e4505cad90c98193ca6e7234dd5484bbc0041f053f5e8a87,"07/06/2021 04:39:00","07/06/2021 05:14:57","07/06/2021 05:15:01",CATD,ESCANER,"ACTA PREP"
'260602B0100,'260602B01003,26,SONORA,011,HERMOSILLO,0602,0001,B,0,1,3,446,167,7,165,49,-,-,-,-,2,3,28,73,-,1,1,0,-,-,-,-,-,-,-,-,0,8,165,165,572,48,,1,D,16fae95906b84d803a7c0154813b544dd31de65137197d7eab4a1fe635e7547e,"07/06/2021 04:49:00","07/06/2021 05:17:12","07/06/2021 05:17:22",CATD,ESCANER,"ACTA PREP"
'260602C0100,'260602C01003,26,SONORA,011,HERMOSILLO,0602,0001,C,0,1,3,443,171,1,176,42,-,-,-,-,7,5,34,77,-,0,1,0,-,-,-,-,-,-,-,-,0,10,176,176,572,48,,1,D,6e11e9c5b27a2d087b0343a42c10cb50adad795d215c3e96e9764d54024f5723,"07/06/2021 04:38:00","07/06/2021 05:07:47","07/06/2021 05:07:58",CATD,ESCANER,"ACTA PREP"
'260602C0200,'260602C02003,26,SONORA,011,HERMOSILLO,0602,0002,C,0,1,3,425,188,5,188,37,-,-,-,-,2,6,24,106,-,"Sin dato",1,2,-,-,-,-,-,-,-,-,0,5,188,183,571,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,b6f3b2fd020df7deaf0340299ad3ed770d9a4b2095815c4a83e7b5af15ef76a5,"07/06/2021 04:40:00","07/06/2021 06:20:40","07/06/2021 06:21:10",CATD,ESCANER,"ACTA PREP"
'260603B0100,'260603B01003,26,SONORA,011,HERMOSILLO,0603,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,583,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:29:00","07/06/2021 08:44:34","07/06/2021 08:44:34",CATD,ESCANER,"ACTA PREP"
'260603C0100,'260603C01003,26,SONORA,011,HERMOSILLO,0603,0001,C,0,1,3,425,201,6,201,51,-,-,-,-,1,5,32,96,-,4,2,0,-,-,-,-,-,-,-,-,0,10,201,201,582,48,,1,D,5c96574b9573bb69044b91a6bd57eafb0628d0824f6864d2ff2e0b7083f5606c,"07/06/2021 04:48:00","07/06/2021 05:16:05","07/06/2021 05:17:10",CATD,ESCANER,"ACTA PREP"
'260603C0200,'260603C02003,26,SONORA,011,HERMOSILLO,0603,0002,C,0,1,3,422,197,5,205,65,-,-,-,-,10,2,27,88,-,1,3,0,-,-,-,-,-,-,-,-,0,9,205,205,582,48,,1,D,b9ec01a8c91fd3564247221f9e461c3f602a7bd9026525041db47b80b87698ed,"07/06/2021 04:40:00","07/06/2021 05:09:23","07/06/2021 05:09:27",CATD,ESCANER,"ACTA PREP"
'260603C0300,'260603C03003,26,SONORA,011,HERMOSILLO,0603,0003,C,0,1,3,422,200,0,202,69,-,-,-,-,2,2,35,89,-,2,1,2,-,-,-,-,-,-,-,-,0,0,202,202,582,48,,1,D,f6201b3f8fcfcd1ecb116785e14e15584f3e86ea110602c6051b4ea37fc2cdfe,"07/06/2021 04:59:00","07/06/2021 05:30:40","07/06/2021 05:30:44",CATD,ESCANER,"ACTA PREP"
'260604B0100,'260604B01003,26,SONORA,011,HERMOSILLO,0604,0001,B,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,679,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:40:00","07/06/2021 08:44:44","07/06/2021 08:44:44",CATD,ESCANER,"ACTA PREP"
'260604C0100,'260604C01003,26,SONORA,011,HERMOSILLO,0604,0001,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,679,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:39:00","07/06/2021 08:45:16","07/06/2021 08:45:16",CATD,ESCANER,"ACTA PREP"
'260604C0200,'260604C02003,26,SONORA,011,HERMOSILLO,0604,0002,C,0,2,3,508,211,3,214,67,-,-,-,-,7,4,24,97,-,5,1,0,-,-,-,-,-,-,-,-,0,9,214,214,679,48,,1,D,21330ca4f4efb23d2e7da0479d6962f349776d0f57f84cacf90ed5e72df2835b,"07/06/2021 04:43:00","07/06/2021 05:13:37","07/06/2021 05:14:09",CATD,ESCANER,"ACTA PREP"
'260604C0300,'260604C03003,26,SONORA,011,HERMOSILLO,0604,0003,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,679,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 10:18:00","07/06/2021 10:19:11","07/06/2021 10:19:11",CATD,ESCANER,"ACTA PREP"
'260605B0100,'260605B01003,26,SONORA,011,HERMOSILLO,0605,0001,B,0,1,3,554,187,5,187,46,-,-,-,-,0,3,22,91,-,2,3,5,-,-,-,-,-,-,-,-,0,15,187,187,698,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,f3f9f59e4a2e46fbd0d6218d98957ae0628cc79ce6ec0bd29776f6762bc6e923,"07/06/2021 04:43:00","07/06/2021 05:14:50","07/06/2021 05:16:19",CATD,ESCANER,"ACTA PREP"
'260605C0100,'260605C01003,26,SONORA,011,HERMOSILLO,0605,0001,C,0,1,3,582,160,5,160,34,-,-,-,-,4,3,30,72,-,2,2,3,-,-,-,-,-,-,-,-,0,10,160,160,698,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,639ba7a2bacedf980059b5b40df360490c78476d3048defb26a7eceada96f9a8,"07/06/2021 04:42:00","07/06/2021 05:14:42","07/06/2021 05:14:50",CATD,ESCANER,"ACTA PREP"
'260605C0200,'260605C02003,26,SONORA,011,HERMOSILLO,0605,0002,C,0,1,3,562,177,3,179,39,-,-,-,-,5,5,29,84,-,1,2,0,-,-,-,-,-,-,-,-,1,13,179,179,698,48,,1,D,55c521abcfb655444a439e32f512de41e848a378befca9af6e3c58092730b5bb,"07/06/2021 04:41:00","07/06/2021 05:13:21","07/06/2021 05:14:10",CATD,ESCANER,"ACTA PREP"
'260605C0300,'260605C03003,26,SONORA,011,HERMOSILLO,0605,0003,C,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,698,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:39:00","07/06/2021 08:45:35","07/06/2021 08:45:35",CATD,ESCANER,"ACTA PREP"
'260605C0400,'260605C04003,26,SONORA,011,HERMOSILLO,0605,0004,C,0,1,3,537,203,2,205,39,-,-,-,-,9,12,20,114,-,0,2,2,-,-,-,-,-,-,-,-,1,6,205,205,698,48,,1,D,0246a6abc46ca192184ec4c0df3e97fee66e23ca51a63fc07de42085bb07458c,"07/06/2021 04:42:00","07/06/2021 05:14:36","07/06/2021 05:14:40",CATD,ESCANER,"ACTA PREP"
'260605C0500,'260605C05003,26,SONORA,011,HERMOSILLO,0605,0005,C,0,1,3,539,191,3,194,42,-,-,-,-,5,7,27,99,-,1,2,1,-,-,-,-,-,-,-,-,0,7,194,191,697,48,,1,D,13c7a6fae80be1937daac79c24f9d8587cdeeefa82222378f3f5e41b655a12aa,"07/06/2021 04:41:00","07/06/2021 05:14:27","07/06/2021 05:14:32",CATD,ESCANER,"ACTA PREP"
'260605C0600,'260605C06003,26,SONORA,011,HERMOSILLO,0605,0006,C,0,1,3,559,172,5,177,29,-,-,-,-,6,8,36,83,-,1,3,0,-,-,-,-,-,-,-,-,0,11,177,177,697,48,,1,D,0535102dab6273020f7dce590e07129991009334dc15aebf44db71f1d214c0f8,"07/06/2021 04:43:00","07/06/2021 05:14:32","07/06/2021 05:15:11",CATD,ESCANER,"ACTA PREP"
'260606B0100,'260606B01003,26,SONORA,011,HERMOSILLO,0606,0001,B,0,2,3,530,197,3,210,35,-,-,-,-,13,27,9,97,-,5,2,6,-,-,-,-,-,-,-,-,0,16,210,210,699,48,,1,I,673767159ebefd9fb79bf6ebce9f77227027e5866b2428fe5de393791461b4df,"07/06/2021 02:56:00","07/06/2021 03:13:40","07/06/2021 03:14:08",CATD,ESCANER,"ACTA PREP"
'260609B0100,'260609B01003,26,SONORA,011,HERMOSILLO,0609,0001,B,0,2,3,373,185,0,185,40,-,-,-,-,6,7,21,88,-,5,1,2,-,-,-,-,-,-,-,-,0,15,185,185,514,48,,1,I,ea50c8044632c7c1b18f3fd0c524455fc1df85c15ac8f5079ed200aa3c4d596d,"07/06/2021 02:41:00","07/06/2021 02:55:58","07/06/2021 02:56:14",CATD,ESCANER,"ACTA PREP"
'260610B0100,'260610B01003,26,SONORA,011,HERMOSILLO,0610,0001,B,0,2,3,220,42,3,42,7,-,-,-,-,0,1,2,30,-,0,1,1,-,-,-,-,-,-,-,-,0,0,42,42,218,48,,1,I,70b4b707ce82917654ad9593917a828d7ceed5578924165da77eabccb8925654,"07/06/2021 02:43:00","07/06/2021 04:40:03","07/06/2021 04:40:29",CATD,ESCANER,"ACTA PREP"
'260611B0100,'260611B01003,26,SONORA,011,HERMOSILLO,0611,0001,B,0,2,3,209,36,1,37,5,-,-,-,-,5,3,5,12,-,4,0,0,-,-,-,-,-,-,-,-,0,3,37,37,202,48,,1,I,fecb88a930e06c2a4c19f518de9b6bfa5b68aa803cf56954e1d7ecd748ac65e6,"07/06/2021 06:09:00","07/06/2021 06:20:18","07/06/2021 06:20:38",CATD,ESCANER,"ACTA PREP"
'260614B0100,'260614B01003,26,SONORA,011,HERMOSILLO,0614,0001,B,0,2,3,300,140,2,141,21,-,-,-,-,3,26,4,73,-,5,1,1,-,-,-,-,-,-,-,-,0,7,141,141,398,48,,1,I,109375378c4c75d8c9f4b7c584f3b48b3a5ba2a74fae3eb430ce931922df2e42,"07/06/2021 03:53:00","07/06/2021 04:32:51","07/06/2021 04:33:46",CATD,ESCANER,"ACTA PREP"
'260615B0100,'260615B01003,26,SONORA,011,HERMOSILLO,0615,0001,B,0,2,3,405,215,0,215,22,-,-,-,-,8,14,4,116,-,38,2,2,-,-,-,-,-,-,-,-,0,9,215,215,576,48,,1,I,328dc25de745b05ba2f87b3bdce203e1777e14ab4404de06c5dc6099e6a49e07,"07/06/2021 02:44:00","07/06/2021 04:39:58","07/06/2021 04:40:02",CATD,ESCANER,"ACTA PREP"
'260616B0100,'260616B01003,26,SONORA,011,HERMOSILLO,0616,0001,B,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,630,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 07:29:00","07/06/2021 08:45:45","07/06/2021 08:45:45",CATD,ESCANER,"ACTA PREP"
'260618B0100,'260618B01003,26,SONORA,011,HERMOSILLO,0618,0001,B,0,2,3,334,265,5,271,19,-,-,-,-,2,2,4,221,-,5,1,1,-,-,-,-,-,-,-,-,0,14,269,269,561,48,,1,I,6960ef3a9bfdb0256e9eb090115dac3877d2885b8aa157fc03f852f3f6a9895b,"07/06/2021 05:15:00","07/06/2021 05:15:25","07/06/2021 05:16:25",CATD,ESCANER,"ACTA PREP"
'261406B0100,'261406B01003,26,SONORA,011,HERMOSILLO,1406,0001,B,0,2,3,523,149,0,0,41,-,-,-,-,2,3,12,77,-,3,1,5,-,-,-,-,-,-,-,-,0,5,149,149,633,48,,1,I,e29352624af9c2a5b7b0cec6bd9eadce09c76e5fd525f6aecd83febe0048e711,"07/06/2021 00:58:00","07/06/2021 01:30:32","07/06/2021 01:30:44",CATD,ESCANER,"ACTA PREP"
'261406C0100,'261406C01003,26,SONORA,011,HERMOSILLO,1406,0001,C,0,2,3,509,167,1,163,42,-,-,-,-,2,2,12,94,-,2,1,2,-,-,-,-,-,-,-,-,1,5,163,163,633,48,,1,I,9874549380ea9123788befde48b5264669bccd68af929a0cd8f7babdffea1bba,"07/06/2021 00:48:00","07/06/2021 03:06:32","07/06/2021 03:06:36",CATD,ESCANER,"ACTA PREP"
'261406C0200,'261406C02003,26,SONORA,011,HERMOSILLO,1406,0002,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,633,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 01:28:00","07/06/2021 08:45:55","07/06/2021 08:45:55",CATD,ESCANER,"ACTA PREP"
'261407B0100,'261407B01003,26,SONORA,011,HERMOSILLO,1407,0001,B,0,2,3,278,105,5,107,38,-,-,-,-,2,1,6,54,-,1,0,3,-,-,-,-,-,-,-,-,0,2,107,107,341,48,,1,I,b52fb6ee2798d48453182f07d5948b82e6d0d3954e0fdabc95ba364202f924bf,"07/06/2021 00:49:00","07/06/2021 01:09:45","07/06/2021 01:09:54",CATD,ESCANER,"ACTA PREP"
'261442B0100,'261442B01003,26,SONORA,011,HERMOSILLO,1442,0001,B,0,2,3,447,270,3,270,102,-,-,-,-,5,5,22,114,-,4,6,4,-,-,-,-,-,-,-,-,0,4,270,266,670,48,,1,D,fbee58510abf3312388b7a9a4ebf9bd25edc4af7546d28925ae83aa5aeae9c25,"06/06/2021 20:52:10","06/06/2021 20:54:53","06/06/2021 20:55:22",CASILLA,MOVIL,"ACTA PREP"
'261442C0100,'261442C01003,26,SONORA,011,HERMOSILLO,1442,0001,C,0,2,3,420,286,1,287,109,-,-,-,-,5,3,35,116,-,5,3,8,-,-,-,-,-,-,-,-,0,3,287,287,669,48,,1,D,799435b0dadc34c12916c93f9887904a38e1f2708f80299ef0af098cfc375414,"06/06/2021 20:58:04","06/06/2021 21:02:18","06/06/2021 21:02:22",CASILLA,MOVIL,"ACTA PREP"
'261442C0200,'261442C02003,26,SONORA,011,HERMOSILLO,1442,0002,C,0,2,3,449,264,0,264,87,-,-,-,-,6,7,29,112,-,4,1,12,-,-,-,-,-,-,-,-,0,6,264,264,669,48,,1,D,170c394938c3552828ef8f078281d03ddcb222feae6575189d4b11d88480dea8,"06/06/2021 20:43:41","06/06/2021 20:46:20","06/06/2021 20:46:40",CASILLA,MOVIL,"ACTA PREP"
'261442C0300,'261442C03003,26,SONORA,011,HERMOSILLO,1442,0003,C,0,2,3,430,277,4,279,113,-,-,-,-,2,5,28,111,-,5,2,7,-,-,-,-,-,-,-,-,0,6,279,279,669,48,,1,D,673931bb703cc83a9f4c97110a0e0995ba03f7d17adefccc8daaa3238c8f4794,"06/06/2021 23:41:43","07/06/2021 02:06:55","07/06/2021 02:07:12",CASILLA,MOVIL,"ACTA PREP"
'261442C0400,'261442C04003,26,SONORA,011,HERMOSILLO,1442,0004,C,0,2,3,419,294,0,294,97,-,-,-,-,5,6,33,136,-,5,3,5,-,-,-,-,-,-,-,-,0,4,294,294,669,48,,1,D,783b572775134bc6a09bc0ae5a6f156bb6c789c0e29b79daabe17e2a2059c938,"06/06/2021 22:17:15","06/06/2021 22:49:42","06/06/2021 22:49:57",CASILLA,MOVIL,"ACTA PREP"
'261443B0100,'261443B01003,26,SONORA,011,HERMOSILLO,1443,0001,B,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,650,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 00:14:00","07/06/2021 08:46:04","07/06/2021 08:46:04",CATD,ESCANER,"ACTA PREP"
'261443C0100,'261443C01003,26,SONORA,011,HERMOSILLO,1443,0001,C,0,2,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,650,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"06/06/2021 22:48:00","07/06/2021 08:46:12","07/06/2021 08:46:12",CATD,ESCANER,"ACTA PREP"
'261443C0200,'261443C02003,26,SONORA,011,HERMOSILLO,1443,0002,C,0,2,3,450,242,7,243,78,-,-,-,-,6,10,25,105,-,2,4,6,-,-,-,-,-,-,-,-,1,6,243,243,650,48,,1,D,b32273bb19564b4c00b63227d5cb0c2161b00009140cc9ec20eab20270b7deda,"07/06/2021 03:05:00","07/06/2021 03:57:17","07/06/2021 03:57:23",CATD,ESCANER,"ACTA PREP"
'261443C0300,'261443C03003,26,SONORA,011,HERMOSILLO,1443,0003,C,0,2,3,420,274,0,274,107,-,-,-,-,5,3,24,114,-,1,4,6,-,-,-,-,-,-,-,-,1,9,274,274,650,48,,1,D,a8bc80544725dc0c465df3833bdccf2edf588ecdfa9b7b26e5117579925f3d36,"07/06/2021 03:06:00","07/06/2021 04:17:35","07/06/2021 04:17:51",CATD,ESCANER,"ACTA PREP"
'261479B0100,'261479B01003,26,SONORA,011,HERMOSILLO,1479,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,464,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 08:27:00","07/06/2021 08:46:23","07/06/2021 08:46:23",CATD,ESCANER,"ACTA PREP"
'261479C0100,'261479C01003,26,SONORA,011,HERMOSILLO,1479,0001,C,0,1,3,332,167,7,174,51,-,-,-,-,6,0,16,92,-,1,2,3,-,-,-,-,-,-,-,-,0,3,174,174,464,48,,1,D,c6542ed12bf3924865168513dabc555b798cac569859e8b131776d9c490f8613,"07/06/2021 02:18:00","07/06/2021 02:36:57","07/06/2021 02:37:16",CATD,ESCANER,"ACTA PREP"
'261481B0100,'261481B01003,26,SONORA,011,HERMOSILLO,1481,0001,B,0,1,3,481,281,5,282,82,-,-,-,-,9,3,28,143,-,3,2,2,-,-,-,-,-,-,-,-,0,10,282,282,718,48,,1,D,00565b6b62ebdb79fbda1bb8c7a2ee9a47679fb1d2c0687f98c16d644c66fd95,"07/06/2021 02:59:00","07/06/2021 03:01:51","07/06/2021 03:02:07",CATD,ESCANER,"ACTA PREP"
'261483B0100,'261483B01003,26,SONORA,011,HERMOSILLO,1483,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,568,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 08:31:00","07/06/2021 08:46:35","07/06/2021 08:46:35",CATD,ESCANER,"ACTA PREP"
'261484B0100,'261484B01003,26,SONORA,011,HERMOSILLO,1484,0001,B,0,1,3,286,188,0,192,66,-,-,-,-,4,2,21,86,-,2,2,4,-,-,-,-,-,-,-,-,0,5,192,192,433,48,,1,D,536c2a596f628f3f44f4c7573e6a3a48002da79f2e397753cb57aa9df14b127c,"07/06/2021 00:33:00","07/06/2021 00:35:36","07/06/2021 00:35:50",CATD,ESCANER,"ACTA PREP"
'261484C0100,'261484C01003,26,SONORA,011,HERMOSILLO,1484,0001,C,0,1,3,0,184,5,188,65,-,-,-,-,7,1,18,86,-,3,2,2,-,-,-,-,-,-,-,-,0,4,188,188,433,48,,1,D,a8fe3aa24054a6bacb75e8ca72aa631a18dd83c5c88780cb9cf615146c69513a,"06/06/2021 22:24:00","06/06/2021 22:31:38","06/06/2021 22:31:42",CATD,ESCANER,"ACTA PREP"
'261485B0100,'261485B01003,26,SONORA,011,HERMOSILLO,1485,0001,B,0,1,3,207,184,6,190,70,-,-,-,-,3,2,18,79,-,6,4,3,-,-,-,-,-,-,-,-,0,5,190,190,353,48,,1,D,9c46f61925183322cfb15aa2e1ba37a9419f4d03f96fcae12772daf158b94629,"06/06/2021 21:04:21","06/06/2021 21:07:44","06/06/2021 21:08:17",CASILLA,MOVIL,"ACTA PREP"
'261486B0100,'261486B01003,26,SONORA,011,HERMOSILLO,1486,0001,B,0,1,3,245,192,4,196,70,-,-,-,-,5,1,16,84,-,2,2,7,-,-,-,-,-,-,-,-,0,5,192,192,394,48,,1,D,19e5f148d3ffd20f9fc1fb692928c63d0aab5cbda54d4e9302541ce33fd87dad,"06/06/2021 22:17:01","06/06/2021 22:48:33","06/06/2021 22:48:38",CASILLA,MOVIL,"ACTA PREP"
'261487B0100,'261487B01003,26,SONORA,011,HERMOSILLO,1487,0001,B,0,1,3,309,238,6,238,92,-,-,-,-,7,6,34,81,-,3,3,3,-,-,-,-,-,-,-,-,0,8,229,237,509,48,,1,D,1b2060e111d99430d36701aeebb61859b5b813a7195f04c1f482ce14187b3e8b,"06/06/2021 21:50:49","06/06/2021 22:01:48","06/06/2021 22:02:29",CASILLA,MOVIL,"ACTA PREP"
'261488B0100,'261488B01003,26,SONORA,011,HERMOSILLO,1488,0001,B,0,1,3,556,537,0,0,22,-,-,-,-,5,3,8,70,-,1,0,1,-,-,-,-,-,-,-,-,0,8,121,118,617,48,,1,D,2dc589baa431570753261277852f7155e312310360e92f6f3b107b4ca55281fe,"06/06/2021 20:35:14","06/06/2021 20:39:04","06/06/2021 20:39:25",CASILLA,MOVIL,"ACTA PREP"
'261489B0100,'261489B01003,26,SONORA,011,HERMOSILLO,1489,0001,B,0,1,3,183,233,0,233,99,-,-,-,-,6,2,27,77,-,8,0,9,-,-,-,-,-,-,-,-,0,5,233,233,373,48,,1,D,1d81ea21c26cd5b65ac3ef3a5ddb9005162baf72c3d8b9461112cfbd8e7ed979,"06/06/2021 22:30:00","06/06/2021 22:40:36","06/06/2021 22:40:48",CATD,ESCANER,"ACTA PREP"
'261490B0100,'261490B01003,26,SONORA,011,HERMOSILLO,1490,0001,B,0,1,3,288,83,5,88,22,-,-,-,-,6,1,5,51,-,0,0,0,-,-,-,-,-,-,-,-,0,3,88,88,332,48,,1,D,88b6e961a60b4a91d5d34fcab7415906aada3086705c4e06989a5e89008c45e8,"06/06/2021 20:45:07","06/06/2021 20:47:42","06/06/2021 20:47:56",CASILLA,MOVIL,"ACTA PREP"
'261491B0100,'261491B01003,26,SONORA,011,HERMOSILLO,1491,0001,B,0,1,3,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,497,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"06/06/2021 22:45:00","07/06/2021 08:46:43","07/06/2021 08:46:43",CATD,ESCANER,"ACTA PREP"
'261492B0100,'261492B01003,26,SONORA,011,HERMOSILLO,1492,0001,B,0,1,3,167,272,0,272,123,-,-,-,-,7,3,33,87,-,1,1,6,-,-,-,-,-,-,-,-,0,11,272,272,396,48,,1,D,d94cda155a47687ebd354c40e56a3d0dc37ca69d211ced56707f296410b8f959,"06/06/2021 23:26:00","06/06/2021 23:36:33","06/06/2021 23:36:41",CATD,ESCANER,"ACTA PREP"
