AYUNTAMIENTOS
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3748,3787,39,3748,100.0000,3257,86.8996,22.3852,491,1895749,834884,831581,44.0397

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_EGL,CAND_IND_JAUR,CAND_IND_JRRBC,CAND_IND_EQJ,CAND_IND_CNY,CAND_IND_YCCL,CAND_IND_HJSA,CAND_IND_OOG,CAND_IND_PMR,CAND_IND_CAQR,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'260773B0100,'260773B01004,26,SONORA,059,CAJEME,0773,0001,B,0,1,4,283,375,5,0,56,-,-,-,6,6,21,76,-,9,3,5,-,-,187,-,-,-,-,-,-,-,-,-,-,-,0,4,373,373,617,48,,1,D,7ca352b46f6c2812bc12f62c6793bcac4b3ccaa0518efde5ce86b3afb2a0b97f,"06/06/2021 23:41:00","06/06/2021 23:58:08","06/06/2021 23:58:30",CATD,ESCANER,"ACTA PREP"
'260773C0100,'260773C01004,26,SONORA,059,CAJEME,0773,0001,C,0,1,4,304,353,6,363,72,-,-,-,7,0,30,74,-,12,0,5,-,-,162,-,-,-,-,-,-,-,-,-,-,-,0,1,363,363,617,48,,1,D,9c7124285fd256e09f3cd79fc3a29a40644824806d6075eba446467f0a5c6116,"06/06/2021 23:21:00","06/06/2021 23:36:53","06/06/2021 23:37:10",CATD,ESCANER,"ACTA PREP"
'260773C0200,'260773C02004,26,SONORA,059,CAJEME,0773,0002,C,0,1,4,305,353,5,359,67,-,-,-,7,2,28,65,-,8,1,2,-,-,178,-,-,-,-,-,-,-,-,-,-,-,0,1,359,359,617,48,,1,D,d4c570d83cbaa2e98250d8e60cf8f12184823d20787b9aa723169c8664c43b79,"06/06/2021 22:51:00","06/06/2021 23:04:03","06/06/2021 23:04:27",CATD,ESCANER,"ACTA PREP"
'260774B0100,'260774B01004,26,SONORA,059,CAJEME,0774,0001,B,0,1,4,261,355,5,360,72,-,-,-,7,1,24,97,-,9,2,1,-,-,146,-,-,-,-,-,-,-,-,-,-,-,0,1,360,360,575,48,,1,D,eca06dfda82ff61149e14cee4e876186c3acd70aa66c60673b3d504192e62954,"07/06/2021 23:41:00","07/06/2021 00:08:15","07/06/2021 00:08:37",CATD,ESCANER,"ACTA PREP"
'260775B0100,'260775B01004,26,SONORA,059,CAJEME,0775,0001,B,0,1,4,172,375,7,382,60,-,-,-,8,2,24,20,-,6,1,2,-,-,258,-,-,-,-,-,-,-,-,-,-,-,0,1,382,382,510,48,,1,D,83701b63dbbaac2bd8780dbc295cbcd07517ad2eea3f681e0a8a7ab356a88d2b,"07/06/2021 23:52:00","07/06/2021 00:14:45","07/06/2021 00:14:50",CATD,ESCANER,"ACTA PREP"
'260775C0100,'260775C01004,26,SONORA,059,CAJEME,0775,0001,C,0,1,4,160,386,7,395,69,-,-,-,2,0,24,25,-,0,1,2,-,-,269,-,-,-,-,-,-,-,-,-,-,-,0,3,395,395,509,48,,1,D,0aba2fe594c6b55c6f945baa10bd87b4ec62cd497d4dafce26c4ac36714c411f,"06/06/2021 23:22:00","06/06/2021 23:36:27","06/06/2021 23:36:41",CATD,ESCANER,"ACTA PREP"
'260776B0100,'260776B01004,26,SONORA,059,CAJEME,0776,0001,B,0,1,4,219,490,10,500,78,-,-,-,6,0,18,19,-,4,0,0,-,-,371,-,-,-,-,-,-,-,-,-,-,-,0,4,500,500,673,48,,1,D,b52e325a816350f2780ab6cc9c224b718c136d3003621e965ce5c4796dc1c6eb,"07/06/2021 02:29:00","07/06/2021 02:59:50","07/06/2021 02:59:58",CATD,ESCANER,"ACTA PREP"
'260776C0100,'260776C01004,26,SONORA,059,CAJEME,0776,0001,C,0,1,4,219,491,7,498,76,-,-,-,1,0,24,22,-,2,2,1,-,-,362,-,-,-,-,-,-,-,-,-,-,-,2,6,498,498,672,48,,1,D,7a01118e1f3b977f77817c7df4fa82c6232c96d75d80de8ec1fa8d9dabbbec4e,"07/06/2021 02:45:00","07/06/2021 03:27:37","07/06/2021 03:27:43",CATD,ESCANER,"ACTA PREP"
'260777B0100,'260777B01004,26,SONORA,059,CAJEME,0777,0001,B,0,1,4,233,431,6,432,68,-,-,-,10,1,34,43,-,9,1,1,-,-,260,-,-,-,-,-,-,-,-,-,-,-,0,5,432,432,624,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,b509cabd614d797fde2027a9e100a7760328b67601714d82ddf02894362ae419,"07/06/2021 01:38:00","07/06/2021 02:14:48","07/06/2021 02:14:58",CATD,ESCANER,"ACTA PREP"
'260777C0100,'260777C01004,26,SONORA,059,CAJEME,0777,0001,C,0,1,4,269,395,5,402,86,-,-,-,4,3,17,44,-,5,0,0,-,-,236,-,-,-,-,-,-,-,-,-,-,-,0,7,402,402,624,48,,1,D,f3075cf55b54d84cd8413df8f5172e926c99da6ee822f0f74e72f99400f84059,"07/06/2021 02:15:00","07/06/2021 02:39:29","07/06/2021 02:39:53",CATD,ESCANER,"ACTA PREP"
'260777C0200,'260777C02004,26,SONORA,059,CAJEME,0777,0002,C,0,1,4,411,405,6,411,87,-,-,-,2,0,33,41,-,9,0,1,-,-,234,-,-,-,-,-,-,-,-,-,-,-,0,4,411,411,624,48,,1,D,97b6428575ce340f7d3851768a151a94de553848bba2a4a906db924483d337f0,"07/06/2021 02:13:00","07/06/2021 02:41:18","07/06/2021 02:41:22",CATD,ESCANER,"ACTA PREP"
'260777S0100,'260777S01004E,26,SONORA,059,CAJEME,0777,0001,S,0,1,4E,952,94,0,0,33,-,-,-,4,2,7,17,-,1,0,1,-,-,28,-,-,-,-,-,-,-,-,-,-,-,0,1,93,94,0,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,65340cbc77103eb092f45eacfd1cc8c4c8d49ad6773b50be8e2e2624e4c2981c,"06/06/2021 22:40:07","06/06/2021 23:40:07","06/06/2021 23:40:15",CASILLA,MOVIL,"ACTA PREP"
'260778B0100,'260778B01004,26,SONORA,059,CAJEME,0778,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,544,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:14:00","07/06/2021 07:27:34","07/06/2021 07:27:34",CATD,ESCANER,"ACTA PREP"
'260778C0100,'260778C01004,26,SONORA,059,CAJEME,0778,0001,C,0,1,4,373,210,5,212,29,-,-,-,2,7,16,99,-,16,1,0,-,-,35,-,-,-,-,-,-,-,-,-,-,-,0,9,12,214,543,48,,1,D,4ce05cea90415738a5d6701f457c02cf1006982d67b697ca7aa06f93df1d68f0,"06/06/2021 23:18:00","06/06/2021 23:43:53","06/06/2021 23:44:05",CATD,ESCANER,"ACTA PREP"
'260779B0100,'260779B01004,26,SONORA,059,CAJEME,0779,0001,B,0,1,4,428,178,9,187,28,-,-,-,4,10,13,89,-,12,1,2,-,-,23,-,-,-,-,-,-,-,-,-,-,-,0,5,187,187,568,48,,1,D,20c4d5d10aeed6790ff535462a0392a946dddefe2cb3c286281520ed4e3adbfb,"07/06/2021 01:04:00","07/06/2021 01:37:37","07/06/2021 01:38:06",CATD,ESCANER,"ACTA PREP"
'260779C0100,'260779C01004,26,SONORA,059,CAJEME,0779,0001,C,0,1,4,433,173,6,0,32,-,-,-,3,4,12,89,-,2,0,0,-,-,19,-,-,-,-,-,-,-,-,-,-,-,0,8,0,169,568,48,,1,D,3eb35cbbe0275a31fe5052ab2c94ef880529d430d5d05595c941c78a4e755c06,"07/06/2021 01:18:00","07/06/2021 02:00:21","07/06/2021 02:00:24",CATD,ESCANER,"ACTA PREP"
'260780B0100,'260780B01004,26,SONORA,059,CAJEME,0780,0001,B,0,1,4,616,152,8,160,29,-,-,-,5,6,18,60,-,9,3,5,-,-,17,-,-,-,-,-,-,-,-,-,-,-,0,8,160,160,731,48,,1,D,307555475506c25d6e86035df1280580f3807f526d99e1ee906b9d289a02428f,"06/06/2021 22:39:08","06/06/2021 23:34:24","06/06/2021 23:35:11",CASILLA,MOVIL,"ACTA PREP"
'260780C0100,'260780C01004,26,SONORA,059,CAJEME,0780,0001,C,0,1,4,597,180,7,180,21,-,-,-,5,3,18,97,-,8,0,3,-,-,21,-,-,-,-,-,-,-,-,-,-,-,0,4,180,180,731,48,,1,D,6a6c20266a53405c4e9adf05ce0eee933627af6be18bf403c7411ed3edf2875a,"07/06/2021 03:06:00","07/06/2021 03:30:24","07/06/2021 03:30:27",CATD,ESCANER,"ACTA PREP"
'260780C0200,'260780C02004,26,SONORA,059,CAJEME,0780,0002,C,0,1,4,616,156,4,0,19,-,-,-,3,8,14,81,-,7,1,1,-,-,25,-,-,-,-,-,-,-,-,-,-,-,0,2,161,161,731,48,,1,D,ab6123c0a9e98f3ba45cf693a2ae00f1b4575545aa31d4a62ce9712cf1861800,"06/06/2021 22:48:36","07/06/2021 00:18:14","07/06/2021 00:18:20",CASILLA,MOVIL,"ACTA PREP"
'260780C0300,'260780C03004,26,SONORA,059,CAJEME,0780,0003,C,0,1,4,585,187,5,189,38,-,-,-,6,9,17,82,-,11,1,3,-,-,14,-,-,-,-,-,-,-,-,-,-,-,0,8,189,189,731,48,,1,D,76e9de6d6f7bec6752986223fbfaa2c19512819dc8dafd3fd1fb78c3f6404744,"07/06/2021 01:07:57","07/06/2021 03:24:23","07/06/2021 03:25:45",CASILLA,MOVIL,"ACTA PREP"
'260780C0400,'260780C04004,26,SONORA,059,CAJEME,0780,0004,C,0,1,4,620,148,5,0,22,-,-,-,7,7,8,68,-,8,0,2,-,-,22,-,-,-,-,-,-,-,-,-,-,-,0,6,150,150,731,48,,1,D,2d45439907e4e66bfe0c0cb140bd82df9efcefcd956c5b582063eb2b267d5228,"06/06/2021 22:43:51","07/06/2021 01:38:40","07/06/2021 01:39:02",CASILLA,MOVIL,"ACTA PREP"
'260780C0500,'260780C05004,26,SONORA,059,CAJEME,0780,0005,C,0,1,4,614,153,7,164,30,-,-,-,4,9,6,84,-,4,0,0,-,-,17,-,-,-,-,-,-,-,-,-,-,-,0,10,164,164,731,48,,1,D,3efab46b6c98a11c1cac184537ef5978df208e66c44016c9d645648e10094e06,"06/06/2021 22:45:52","07/06/2021 00:01:47","07/06/2021 00:03:19",CASILLA,MOVIL,"ACTA PREP"
'260780C0600,'260780C06004,26,SONORA,059,CAJEME,0780,0006,C,0,1,4,592,178,3,182,42,-,-,-,8,10,14,83,-,3,1,3,-,-,14,-,-,-,-,-,-,-,-,-,-,-,2,2,182,182,730,48,,1,D,bfd17eccbaed26f4449ab40757a712b5e6ae33ef3d897886c9db586e49581d5a,"06/06/2021 22:52:38","07/06/2021 00:27:20","07/06/2021 00:27:23",CASILLA,MOVIL,"ACTA PREP"
'260780C0700,'260780C07004,26,SONORA,059,CAJEME,0780,0007,C,0,1,4,619,149,6,0,37,-,-,-,3,7,9,71,-,8,1,2,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,4,157,157,730,48,,1,D,fc8f8585ce2662089131bc6552eb3ef6193e8339027e2e4dbd5d02b03c80fb47,"06/06/2021 22:50:33","07/06/2021 00:22:46","07/06/2021 00:22:57",CASILLA,MOVIL,"ACTA PREP"
'260781B0100,'260781B01004,26,SONORA,059,CAJEME,0781,0001,B,0,1,4,181,288,5,295,62,-,-,-,7,2,13,44,-,4,0,1,-,-,157,-,-,-,-,-,-,-,-,-,-,-,0,5,295,295,429,48,,1,D,ab72e61445551ea7c85bbbd05e0b4b74cdd20db15b6f9ba0d3b04b1f94a51600,"07/06/2021 00:17:00","07/06/2021 00:44:38","07/06/2021 00:45:03",CATD,ESCANER,"ACTA PREP"
'260781C0100,'260781C01004,26,SONORA,059,CAJEME,0781,0001,C,0,1,4,170,296,7,290,54,-,-,-,10,1,11,37,-,3,0,3,-,-,182,-,-,-,-,-,-,-,-,-,-,-,0,0,290,301,428,48,,1,D,1c231a9d6a9696834c5b9535052dce01556fd337f04212bd276e5e93092c7f38,"07/06/2021 00:19:00","07/06/2021 00:33:55","07/06/2021 00:34:20",CATD,ESCANER,"ACTA PREP"
'260782B0100,'260782B01004,26,SONORA,059,CAJEME,0782,0001,B,0,1,4,424,127,7,127,15,-,-,-,2,3,11,62,-,11,0,1,-,-,22,-,-,-,-,-,-,-,-,-,-,-,0,7,134,134,513,48,,1,D,f84265ab0aa86531ddcded660b1dedf93ef774138dfccab4cf22ab58b9516022,"07/06/2021 01:05:00","07/06/2021 01:36:35","07/06/2021 01:36:39",CATD,ESCANER,"ACTA PREP"
'260782C0100,'260782C01004,26,SONORA,059,CAJEME,0782,0001,C,0,1,4,419,131,7,138,18,-,-,-,6,5,20,52,-,10,0,2,-,-,20,-,-,-,-,-,-,-,-,-,-,-,0,4,137,137,513,48,,1,D,2231303de106bf093ee96fd2fc742f9e40b079b17f37033335a8440ebe319702,"07/06/2021 01:08:00","07/06/2021 01:42:31","07/06/2021 01:42:48",CATD,ESCANER,"ACTA PREP"
'260783B0100,'260783B01004,26,SONORA,059,CAJEME,0783,0001,B,0,1,4,510,220,5,226,31,-,-,-,11,14,12,93,-,15,0,3,-,-,36,-,-,-,-,-,-,-,-,-,-,-,0,11,226,226,690,48,,1,D,f5ecc4273b08fbff1002f8b4333d959886b62be571a0cf23a64ce052d691bd2b,"06/06/2021 21:55:30","06/06/2021 22:11:01","06/06/2021 22:11:16",CASILLA,MOVIL,"ACTA PREP"
'260783C0100,'260783C01004,26,SONORA,059,CAJEME,0783,0001,C,0,1,4,515,212,9,221,38,-,-,-,9,8,12,88,-,13,1,4,-,-,41,-,-,-,-,-,-,-,-,-,-,-,0,4,221,218,690,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,78c6ad40e6a1a3587719442ea50c9c34934192ad61302072168625a8cea1ea24,"06/06/2021 22:02:57","06/06/2021 22:26:11","06/06/2021 22:26:14",CASILLA,MOVIL,"ACTA PREP"
'260784B0100,'260784B01004,26,SONORA,059,CAJEME,0784,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,428,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:14:00","07/06/2021 07:49:46","07/06/2021 07:49:46",CATD,ESCANER,"ACTA PREP"
'260784C0100,'260784C01004,26,SONORA,059,CAJEME,0784,0001,C,0,1,4,320,151,4,155,25,-,-,-,3,6,14,57,-,13,0,1,-,-,27,-,-,-,-,-,-,-,-,-,-,-,0,9,155,155,428,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,df7187309d6a96fc8faed72db72059ae85f6a00cbf28a91a780696a48b8914e4,"06/06/2021 23:16:00","06/06/2021 23:27:50","06/06/2021 23:28:15",CATD,ESCANER,"ACTA PREP"
'260785B0100,'260785B01004,26,SONORA,059,CAJEME,0785,0001,B,0,1,4,498,0,0,0,38,-,-,-,8,1,11,96,-,5,0,4,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,3,181,181,638,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,c637bf8e357b6332a992b5df701f77b5630e2009267137bef056ce6424448991,"07/06/2021 00:35:00","07/06/2021 01:04:48","07/06/2021 01:04:54",CATD,ESCANER,"ACTA PREP"
'260785C0100,'260785C01004,26,SONORA,059,CAJEME,0785,0001,C,0,1,4,517,167,6,166,38,-,-,-,3,5,9,90,-,5,"Sin dato",1,-,-,15,-,-,-,-,-,-,-,-,-,-,-,0,0,166,166,638,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,67a385217e0764a449d9d74af90f5a53989f57dc3d86d708044e24397105f3e2,"07/06/2021 00:25:00","07/06/2021 00:59:41","07/06/2021 00:59:44",CATD,ESCANER,"ACTA PREP"
'260786B0100,'260786B01004,26,SONORA,059,CAJEME,0786,0001,B,0,1,4,528,253,7,252,41,-,-,-,12,19,17,95,-,17,1,6,-,-,36,-,-,-,-,-,-,-,-,-,-,-,0,8,252,252,745,48,,1,D,dd5624d7af8f731a9c8b5188003087d38393e9f8c09a049eca76627fcf9a1d80,"06/06/2021 22:43:55","06/06/2021 23:48:08","06/06/2021 23:48:22",CASILLA,MOVIL,"ACTA PREP"
'260786C0100,'260786C01004,26,SONORA,059,CAJEME,0786,0001,C,0,1,4,531,253,4,258,44,-,-,-,7,12,22,100,-,16,2,4,-,-,46,-,-,-,-,-,-,-,-,-,-,-,0,5,258,258,745,48,,1,D,a533139db23681cb682d4f445725a7022d271e1f71d5321f4d1dd2e54ade1c76,"07/06/2021 23:58:00","07/06/2021 00:20:04","07/06/2021 00:20:08",CATD,ESCANER,"ACTA PREP"
'260786C0200,'260786C02004,26,SONORA,059,CAJEME,0786,0002,C,0,1,4,563,211,6,216,27,-,-,-,9,8,15,78,-,14,2,1,-,-,53,-,-,-,-,-,-,-,-,-,-,-,0,9,216,216,745,48,,1,D,a4139d68d8f9ceda3674750805301a874800f30b1e90935219f4da8af79ce6cd,"07/06/2021 01:05:00","07/06/2021 01:33:12","07/06/2021 01:33:37",CATD,ESCANER,"ACTA PREP"
'260786C0300,'260786C03004,26,SONORA,059,CAJEME,0786,0003,C,0,1,4,560,216,8,223,38,-,-,-,11,6,9,82,-,13,2,4,-,-,54,-,-,-,-,-,-,-,-,-,-,-,0,4,223,223,745,48,,1,D,003f2d4746f5d411d21a3e51d144da5aeba9b01309d6f97338a9db61226310fe,"07/06/2021 01:50:00","07/06/2021 04:26:03","07/06/2021 04:26:41",CATD,ESCANER,"ACTA PREP"
'260786C0400,'260786C04004,26,SONORA,059,CAJEME,0786,0004,C,0,1,4,537,247,4,251,56,-,-,-,12,9,14,89,-,15,1,3,-,-,46,-,-,-,-,-,-,-,-,-,-,-,0,6,251,251,744,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,6e94b73098b5604d6aaf633dbd65d0d7aba5e745b5bbb516563cd2695262a3ca,"07/06/2021 01:14:00","07/06/2021 01:58:52","07/06/2021 01:59:19",CATD,ESCANER,"ACTA PREP"
'260786C0500,'260786C05004,26,SONORA,059,CAJEME,0786,0005,C,0,1,4,550,233,7,239,46,-,-,-,3,11,11,97,-,13,0,2,-,-,49,-,-,-,-,-,-,-,-,-,-,-,0,7,239,239,744,48,,1,D,96a318dff99273afdc6137ab0db99337c8e99acab117801ecb0cd3961a290ecd,"07/06/2021 01:03:00","07/06/2021 01:34:30","07/06/2021 01:35:06",CATD,ESCANER,"ACTA PREP"
'260787B0100,'260787B01004,26,SONORA,059,CAJEME,0787,0001,B,0,1,4,358,237,9,246,54,-,-,-,5,4,17,71,-,8,"Sin dato",1,-,-,84,-,-,-,-,-,-,-,-,-,-,-,0,2,246,246,559,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,5fa34c199f1c7d74942ffde4a474aa75fa24f36cb27698ada7f0feaa5d2a12e6,"07/06/2021 03:18:00","07/06/2021 03:48:08","07/06/2021 03:48:23",CATD,ESCANER,"ACTA PREP"
'260787C0100,'260787C01004,26,SONORA,059,CAJEME,0787,0001,C,0,1,4,354,245,5,250,53,-,-,-,5,3,14,73,-,13,2,7,-,-,75,-,-,-,-,-,-,-,-,-,-,-,1,4,250,250,559,48,,1,D,389e60a228c9511d000e70b31d7dfdc9e6e3593d549eb60e0e2eabfc32dfba00,"07/06/2021 00:45:00","07/06/2021 01:16:42","07/06/2021 01:17:38",CATD,ESCANER,"ACTA PREP"
'260788B0100,'260788B01004,26,SONORA,059,CAJEME,0788,0001,B,0,1,4,188,314,8,0,70,-,-,-,3,1,33,29,-,3,0,3,-,-,176,-,-,-,-,-,-,-,-,-,-,-,0,1,319,319,460,48,,1,D,b96c91529a91f121d6c1c9f98a55d11c43a3a30567c04874e0ced8c6567857b4,"07/06/2021 02:29:00","07/06/2021 05:09:26","07/06/2021 05:09:44",CATD,ESCANER,"ACTA PREP"
'260788C0100,'260788C01004,26,SONORA,059,CAJEME,0788,0001,C,0,1,4,194,308,0,309,51,-,-,-,2,4,27,35,-,6,0,1,-,-,176,-,-,-,-,-,-,-,-,-,-,-,1,6,309,309,459,48,,1,D,aa27cf37ae18f6ad2bbef0beeff508229cb3685b7610cf2164aabbb66c9f6c73,"07/06/2021 02:28:00","07/06/2021 02:49:21","07/06/2021 02:49:47",CATD,ESCANER,"ACTA PREP"
'260789B0100,'260789B01004,26,SONORA,059,CAJEME,0789,0001,B,0,1,4,395,236,6,243,52,-,-,-,4,3,16,99,-,12,0,4,-,-,49,-,-,-,-,-,-,-,-,-,-,-,0,4,243,243,591,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,0dacae9b82d679cec5330f451d3aefa659a174326b51cebb999104c4b85656d7,"07/06/2021 00:44:00","07/06/2021 01:10:02","07/06/2021 01:10:05",CATD,ESCANER,"ACTA PREP"
'260789C0100,'260789C01004,26,SONORA,059,CAJEME,0789,0001,C,0,1,4,366,262,7,269,51,-,-,-,6,3,21,128,-,8,1,1,-,-,46,-,-,-,-,-,-,-,-,-,-,-,0,4,269,269,590,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,6d943070b593e55991bd995bb3f003521161d2b3e155ff1270451cc57f260dc5,"07/06/2021 01:12:00","07/06/2021 02:07:35","07/06/2021 02:07:48",CATD,ESCANER,"ACTA PREP"
'260790B0100,'260790B01004,26,SONORA,059,CAJEME,0790,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,593,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:35:00","07/06/2021 07:49:56","07/06/2021 07:49:56",CATD,ESCANER,"ACTA PREP"
'260790C0100,'260790C01004,26,SONORA,059,CAJEME,0790,0001,C,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,593,48,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,D,,"07/06/2021 07:15:00","07/06/2021 07:50:21","07/06/2021 07:50:21",CATD,ESCANER,"ACTA PREP"
'260791B0100,'260791B01004,26,SONORA,059,CAJEME,0791,0001,B,0,1,4,445,261,5,266,25,-,-,-,9,4,14,141,-,22,2,7,-,-,38,-,-,-,-,-,-,-,-,-,-,-,0,4,266,266,665,48,,1,I,ecde8a55582a47afb372e6bc01ec46ee8797f787196bb2f33454b80149fd0634,"07/06/2021 03:33:00","07/06/2021 04:03:17","07/06/2021 04:03:22",CATD,ESCANER,"ACTA PREP"
'260792B0100,'260792B01004,26,SONORA,059,CAJEME,0792,0001,B,0,1,4,251,308,4,311,72,-,-,-,6,2,20,85,-,13,1,6,-,-,106,-,-,-,-,-,-,-,-,-,-,-,0,0,311,311,519,48,,1,D,cdbe97124d5b11740432343a2377aae55f8623c755d5692ed9b69a153ab49995,"06/06/2021 23:06:52","07/06/2021 00:55:06","07/06/2021 00:55:25",CASILLA,MOVIL,"ACTA PREP"
'260792C0100,'260792C01004,26,SONORA,059,CAJEME,0792,0001,C,0,1,4,282,276,6,282,75,-,-,-,2,5,28,54,-,14,1,0,-,-,98,-,-,-,-,-,-,-,-,-,-,-,0,5,282,282,519,48,,1,D,26b7537705b1a28ebe86f958013b581005866fad08c25393da54de6222886ac5,"06/06/2021 21:43:33","06/06/2021 21:50:27","06/06/2021 21:50:39",CASILLA,MOVIL,"ACTA PREP"
'260793B0100,'260793B01004,26,SONORA,059,CAJEME,0793,0001,B,0,1,4,182,280,7,304,56,-,-,-,4,3,35,35,-,4,0,4,-,-,161,-,-,-,-,-,-,-,-,-,-,-,0,2,304,304,442,48,,1,D,55033037c6904ad7e3c50e0ed5a29593469436b911cfeab6d80467032430e665,"07/06/2021 00:40:00","07/06/2021 00:41:28","07/06/2021 00:41:34",CATD,ESCANER,"ACTA PREP"
'260793C0100,'260793C01004,26,SONORA,059,CAJEME,0793,0001,C,0,1,4,188,299,5,299,52,-,-,-,6,1,27,41,-,5,1,4,-,-,159,-,-,-,-,-,-,-,-,-,-,-,0,3,299,299,442,48,,1,D,24ecf0c8edf31e6f4775cea902c0000a0a94f3755caefbf7486dc12e09e4cfe8,"07/06/2021 02:46:00","07/06/2021 05:24:34","07/06/2021 05:24:38",CATD,ESCANER,"ACTA PREP"
'260794B0100,'260794B01004,26,SONORA,059,CAJEME,0794,0001,B,0,1,4,582,166,4,170,18,-,-,-,8,8,7,71,-,12,1,5,-,-,37,-,-,-,-,-,-,-,-,-,-,-,0,3,170,170,706,48,,1,D,1fa9709bfa3fa4b594f63874245fc4c07dbae7cfb3c13d0e8c28b443420790c5,"07/06/2021 02:43:00","07/06/2021 03:23:21","07/06/2021 03:23:38",CATD,ESCANER,"ACTA PREP"
'260794C0100,'260794C01004,26,SONORA,059,CAJEME,0794,0001,C,0,1,4,583,160,9,169,23,-,-,-,4,10,12,66,-,13,0,5,-,-,30,-,-,-,-,-,-,-,-,-,-,-,0,6,169,169,706,48,,1,D,09d21d6e53e5c7a726f32c2b628847df0028bd61c3e932604df481fcc64ef87b,"07/06/2021 02:55:00","07/06/2021 03:19:28","07/06/2021 03:20:18",CATD,ESCANER,"ACTA PREP"
'260794C0200,'260794C02004,26,SONORA,059,CAJEME,0794,0002,C,0,1,4,540,207,8,207,29,-,-,-,3,2,13,88,-,11,0,2,-,-,48,-,-,-,-,-,-,-,-,-,-,-,0,11,207,207,706,48,,1,D,b4f0e4312965e27dbab8c49d42a3108a3c6193490d6cf9b3689e52f07373ae08,"07/06/2021 02:51:00","07/06/2021 03:34:12","07/06/2021 03:35:21",CATD,ESCANER,"ACTA PREP"
'260794C0300,'260794C03004,26,SONORA,059,CAJEME,0794,0003,C,0,1,4,414,225,5,237,38,-,-,-,8,11,14,104,-,15,0,3,-,-,40,-,-,-,-,-,-,-,-,-,-,-,0,4,237,237,705,48,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,D,07e6227e6ab400a92b41aa618ab63da7a3769430d493940f7a0213f2c769ebbc,"07/06/2021 02:49:00","07/06/2021 03:29:23","07/06/2021 03:29:27",CATD,ESCANER,"ACTA PREP"
