AYUNTAMIENTOS
"07/06/2021 13:19 (UTC-7)"
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATÁLOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CON_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
3748,3787,39,3748,100.0000,3257,86.8996,22.3852,491,1895749,834884,831581,44.0397

CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,CC_PAN_PRI_PRD,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAS,PES,RSP,FXM,CAND_IND_EGL,CAND_IND_JAUR,CAND_IND_JRRBC,CAND_IND_EQJ,CAND_IND_CNY,CAND_IND_YCCL,CAND_IND_HJSA,CAND_IND_OOG,CAND_IND_PMR,CAND_IND_CAQR,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,NO_REGISTRADOS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,SHA,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO
'261386C0200,'261386C02004,26,SONORA,030,NOGALES,1386,0002,C,0,1,4,396,158,4,162,46,-,-,-,7,2,16,85,-,0,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,162,162,514,46,,1,I,c26af284932fc63f9f4d773cf12939d19c788e8aa135fe5e5b088ea3f4837e3e,"07/06/2021 03:10:00","07/06/2021 04:45:19","07/06/2021 04:45:23",CATD,ESCANER,"ACTA PREP"
'261387B0100,'261387B01004,26,SONORA,030,NOGALES,1387,0001,B,0,1,4,468,197,3,0,59,-,-,-,4,3,13,110,-,5,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,202,202,629,46,,1,I,2d33702936c7aee363ef0c08d24688fca961322f7f430c3058a536da9443e70a,"06/06/2021 23:07:00","06/06/2021 23:25:55","06/06/2021 23:25:58",CATD,ESCANER,"ACTA PREP"
'261387C0100,'261387C01004,26,SONORA,030,NOGALES,1387,0001,C,0,1,4,482,190,6,190,41,-,-,-,4,8,20,109,-,0,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,190,190,628,46,,1,I,a0c8dd4e1876ada5aaf51955fc570a938f3b38859040d1550f4bfe012a7c0970,"07/06/2021 05:00:00","07/06/2021 05:44:50","07/06/2021 05:45:09",CATD,ESCANER,"ACTA PREP"
'261388B0100,'261388B01004,26,SONORA,030,NOGALES,1388,0001,B,0,1,4,480,270,3,272,102,-,-,-,8,15,27,109,-,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,272,272,719,46,,1,I,a1b3989bc7647a2ec52aab401c990d3bc139047dc089b6a9445c09ee95713e9d,"07/06/2021 01:49:05","07/06/2021 03:34:55","07/06/2021 03:35:04",CASILLA,MOVIL,"ACTA PREP"
'261389B0100,'261389B01004,26,SONORA,030,NOGALES,1389,0001,B,0,1,4,374,191,8,199,78,-,-,-,10,7,14,77,-,1,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,199,199,529,46,,1,I,e02d12ade4b7a72be69da8a4ccb87e1cac0cfd737695a1c79a2a419648c76cef,"06/06/2021 23:52:42","07/06/2021 02:30:06","07/06/2021 02:30:37",CASILLA,MOVIL,"ACTA PREP"
'261389C0100,'261389C01004,26,SONORA,030,NOGALES,1389,0001,C,0,1,4,368,200,5,205,69,-,-,-,11,7,25,78,-,0,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,10,0,205,529,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,f0407c55ecb7385d4833c8ee9a38bd4a82f534566de3c7b250f44831ca017b81,"06/06/2021 23:43:02","07/06/2021 02:08:05","07/06/2021 02:08:39",CASILLA,MOVIL,"ACTA PREP"
'261390B0100,'261390B01004,26,SONORA,030,NOGALES,1390,0001,B,0,1,4,271,168,3,171,65,-,-,-,10,6,10,71,-,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,171,171,398,46,,1,I,2dcf9b15a3379723f1e365c7f408fc7d9dda77ee944077f3f0d519991c6f73a9,"06/06/2021 22:26:45","06/06/2021 23:06:58","06/06/2021 23:07:19",CASILLA,MOVIL,"ACTA PREP"
'261391B0100,'261391B01004,26,SONORA,030,NOGALES,1391,0001,B,0,1,4,0,280,0,166,63,-,-,-,2,5,16,69,-,5,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,166,166,403,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,ad25d80b145aac2f6b1607ffa4681a2f9199dcbe97e77003611ce1ef58c3d42d,"06/06/2021 21:01:25","06/06/2021 21:05:46","06/06/2021 21:05:49",CASILLA,MOVIL,"ACTA PREP"
'261391C0100,'261391C01004,26,SONORA,030,NOGALES,1391,0001,C,0,1,4,281,160,2,160,62,-,-,-,8,6,12,67,-,2,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,164,164,403,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,79dc9c5b12f20eb08de3a37dc9a793bc08050df5461a80d0303cd5e48f5e2e12,"06/06/2021 21:52:52","06/06/2021 22:03:42","06/06/2021 22:03:46",CASILLA,MOVIL,"ACTA PREP"
'261392B0100,'261392B01004,26,SONORA,030,NOGALES,1392,0001,B,0,1,4,302,244,6,250,103,-,-,-,7,4,27,91,-,6,0,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,250,250,508,46,,1,I,b31af34b5648da166d3501c64b0f43fcfd00473345b3577e7fe55a7059d7bc5f,"06/06/2021 23:34:24","07/06/2021 01:56:24","07/06/2021 01:56:49",CASILLA,MOVIL,"ACTA PREP"
'261393B0100,'261393B01004,26,SONORA,030,NOGALES,1393,0001,B,0,1,4,365,203,5,208,79,-,-,-,8,5,22,90,-,3,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,208,208,519,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,b9689e156860aac9c59301afc4c76c2bda5fa73f536c3b7fdaa8c797f751ee23,"07/06/2021 02:23:00","07/06/2021 02:42:30","07/06/2021 02:42:35",CATD,ESCANER,"ACTA PREP"
'261394B0100,'261394B01004,26,SONORA,030,NOGALES,1394,0001,B,0,1,4,356,221,7,234,106,-,-,-,6,11,13,77,-,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,232,232,546,46,,1,D,a79770b1dae23254f80dda7034b6d53634d9c087542c92ea28ae9c6c8dbfccc9,"07/06/2021 01:59:00","07/06/2021 02:23:42","07/06/2021 02:24:04",CATD,ESCANER,"ACTA PREP"
'261395B0100,'261395B01004,26,SONORA,030,NOGALES,1395,0001,B,0,1,4,176,135,6,135,49,-,-,-,3,3,9,59,-,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,135,135,267,46,,1,I,81a81217db6024b897e6eb0d60337e00338f177b8d1966067d58ca4c85ba97ef,"06/06/2021 21:54:22","06/06/2021 22:07:32","06/06/2021 22:07:39",CASILLA,MOVIL,"ACTA PREP"
'261408B0100,'261408B01004,26,SONORA,030,NOGALES,1408,0001,B,0,2,4,452,261,4,262,163,-,-,-,1,6,18,59,-,5,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,262,262,674,46,,1,I,1bf8b3a61bb93f86ad379bf700cc390c417123ce3c3892c82fa6ee334f98884b,"07/06/2021 02:10:00","07/06/2021 04:37:17","07/06/2021 04:38:47",CATD,ESCANER,"ACTA PREP"
'261408C0100,'261408C01004,26,SONORA,030,NOGALES,1408,0001,C,0,2,4,473,242,6,244,141,-,-,-,2,5,29,61,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,244,244,673,46,,1,I,8419bbd42d110c75ee3e733b2900879ee77edf96b7ab9210fb7d2cf0afabea07,"07/06/2021 02:04:00","07/06/2021 02:31:29","07/06/2021 02:32:03",CATD,ESCANER,"ACTA PREP"
'261409B0100,'261409B01004,26,SONORA,030,NOGALES,1409,0001,B,0,2,4,513,200,7,207,76,-,-,-,4,15,17,80,-,3,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,5,207,207,676,46,,1,I,17b23622229dc128eb2a21b363337ad58a0017885e1c829d3f8efd9e0383135f,"07/06/2021 00:19:00","07/06/2021 00:38:41","07/06/2021 00:38:46",CATD,ESCANER,"ACTA PREP"
'261409C0100,'261409C01004,26,SONORA,030,NOGALES,1409,0001,C,0,2,4,470,178,7,185,61,-,-,-,3,14,19,80,-,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,185,185,613,46,,1,I,63f41edce6f40cce3cdee05ca8a234d2d7073d86726fffda77cde980949b9b1e,"07/06/2021 00:17:00","07/06/2021 00:47:35","07/06/2021 00:47:38",CATD,ESCANER,"ACTA PREP"
'261409C0200,'261409C02004,26,SONORA,030,NOGALES,1409,0002,C,0,2,4,482,169,5,175,59,-,-,-,5,7,14,77,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,175,175,613,46,,1,I,430349737d35922a82eda42ac17e49f0d29afc59eb824d92e49f70f09a3eded2,"07/06/2021 00:32:00","07/06/2021 00:58:14","07/06/2021 00:58:21",CATD,ESCANER,"ACTA PREP"
'261409C0300,'261409C03004,26,SONORA,030,NOGALES,1409,0003,C,0,2,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,612,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:44:00","07/06/2021 08:45:26","07/06/2021 08:45:26",CATD,ESCANER,"ACTA PREP"
'261409C0400,'261409C04004,26,SONORA,030,NOGALES,1409,0004,C,0,2,4,490,166,3,0,54,-,-,-,5,8,14,75,-,2,"Sin dato",5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,167,167,612,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,1c806f265611fa98ed893388038374efbca2a733db1b42a21fa8fa1f563da71c,"07/06/2021 00:33:00","07/06/2021 01:00:50","07/06/2021 01:01:11",CATD,ESCANER,"ACTA PREP"
'261409E0100,'261409E01004,26,SONORA,030,NOGALES,1409,0001,E,0,2,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,612,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 07:51:00","07/06/2021 07:53:15","07/06/2021 07:53:15",CATD,ESCANER,"ACTA PREP"
'261409E0101,'261409E01014,26,SONORA,030,NOGALES,1409,0001,E,1,2,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,612,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:11:00","07/06/2021 08:11:42","07/06/2021 08:11:42",CATD,ESCANER,"ACTA PREP"
'261409E0102,'261409E01024,26,SONORA,030,NOGALES,1409,0001,E,2,2,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,611,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:24:00","07/06/2021 08:27:17","07/06/2021 08:27:17",CATD,ESCANER,"ACTA PREP"
'261410B0100,'261410B01004,26,SONORA,030,NOGALES,1410,0001,B,0,1,4,613,135,4,0,33,-,-,-,6,7,10,80,-,0,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,3,142,149,709,46,,1,I,2c484f75ddce21e36d0c5095b29406e15c545a14896c1b50b22c183625cecd87,"07/06/2021 02:59:00","07/06/2021 05:53:20","07/06/2021 05:54:00",CATD,ESCANER,"ACTA PREP"
'261410C0100,'261410C01004,26,SONORA,030,NOGALES,1410,0001,C,0,1,4,749,143,4,147,52,-,-,-,6,3,8,72,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,135,143,709,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,1b878bc7fac2ec9e8d6d5c5c83d683df56c4c7db5da39be00607449208ca02bd,"07/06/2021 04:43:00","07/06/2021 05:24:10","07/06/2021 05:24:37",CATD,ESCANER,"ACTA PREP"
'261410C0200,'261410C02004,26,SONORA,030,NOGALES,1410,0002,C,0,1,4,604,150,6,156,34,-,-,-,13,7,18,72,-,0,0,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,154,154,708,46,,1,I,27c70d4d990ec007353be79aed90b7bcdda4e8071a8ffb65531c7dc44ffe423f,"07/06/2021 02:34:00","07/06/2021 03:23:12","07/06/2021 03:23:16",CATD,ESCANER,"ACTA PREP"
'261410C0300,'261410C03004,26,SONORA,030,NOGALES,1410,0003,C,0,1,4,0,0,0,0,31,-,-,-,8,7,18,105,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,176,176,708,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,18b70cdda68badf656caa5bced5e2ab7eef0e25565018c5f3bb2b97374c16b9b,"07/06/2021 03:12:00","07/06/2021 05:12:38","07/06/2021 05:13:01",CATD,ESCANER,"ACTA PREP"
'261410C0400,'261410C04004,26,SONORA,030,NOGALES,1410,0004,C,0,1,4,582,149,3,137,46,-,-,-,9,4,6,68,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,137,137,708,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,db7a5a01e0121a276b41787950ad64dc4b20c73b62575c8699556a6907fa1bef,"07/06/2021 04:43:00","07/06/2021 05:23:24","07/06/2021 05:23:29",CATD,ESCANER,"ACTA PREP"
'261410C0500,'261410C05004,26,SONORA,030,NOGALES,1410,0005,C,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,708,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:11:00","07/06/2021 08:12:45","07/06/2021 08:12:45",CATD,ESCANER,"ACTA PREP"
'261410C0600,'261410C06004,26,SONORA,030,NOGALES,1410,0006,C,0,1,4,621,153,0,153,44,-,-,-,6,6,9,84,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,153,153,708,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,0b7d0fcd952ac14c4ab12c576080cf3db884c95bd1a9f32a9dab29a608d5bad7,"07/06/2021 04:47:00","07/06/2021 06:36:21","07/06/2021 06:37:11",CATD,ESCANER,"ACTA PREP"
'261410C0700,'261410C07004,26,SONORA,030,NOGALES,1410,0007,C,0,1,4,613,133,1,0,37,-,-,-,6,4,13,50,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,115,115,708,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,680bb0fcfcb3b6e31cfbe07efa8cb6dd19d0557f6acddd5fedfcd5b84908ad42,"07/06/2021 02:43:00","07/06/2021 03:17:36","07/06/2021 03:18:54",CATD,ESCANER,"ACTA PREP"
'261410C0800,'261410C08004,26,SONORA,030,NOGALES,1410,0008,C,0,1,4,635,113,2,0,38,-,-,-,5,8,6,60,-,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,120,708,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,16c9fb12749ebd72416d8af57e7433073fd995dcb96aebb4d763ffe2d54f9246,"07/06/2021 02:40:00","07/06/2021 03:23:44","07/06/2021 03:23:59",CATD,ESCANER,"ACTA PREP"
'261411B0100,'261411B01004,26,SONORA,030,NOGALES,1411,0001,B,0,1,4,403,144,3,147,38,-,-,-,4,4,10,81,-,2,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,147,147,510,46,,1,I,d12719ddd2042f3ebfa6d3bd92b29807bb8bbf3a5e9e7e9bd708e1ff885d627c,"07/06/2021 03:05:00","07/06/2021 04:24:54","07/06/2021 04:24:59",CATD,ESCANER,"ACTA PREP"
'261412B0100,'261412B01004,26,SONORA,030,NOGALES,1412,0001,B,0,1,4,550,163,4,0,35,-,-,-,12,2,13,88,-,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,7,163,163,671,46,,1,I,40af827eab39ae3aec7a9817de85ebf244c7ce5715aeb5f27fed4a60dbd5930c,"07/06/2021 04:46:00","07/06/2021 05:54:43","07/06/2021 05:54:50",CATD,ESCANER,"ACTA PREP"
'261413B0100,'261413B01004,26,SONORA,030,NOGALES,1413,0001,B,0,1,4,425,168,6,173,40,-,-,-,4,4,17,93,-,2,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,173,173,554,46,,1,I,a276c8a94f7613848f19da3c9468aacf66ad5ba45f86365aa21d94f94548d53e,"07/06/2021 03:05:00","07/06/2021 04:23:35","07/06/2021 04:23:41",CATD,ESCANER,"ACTA PREP"
'261414B0100,'261414B01004,26,SONORA,030,NOGALES,1414,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,378,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:43:00","07/06/2021 08:44:53","07/06/2021 08:44:53",CATD,ESCANER,"ACTA PREP"
'261414C0100,'261414C01004,26,SONORA,030,NOGALES,1414,0001,C,0,1,4,294,122,3,125,38,-,-,-,6,2,10,59,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,125,125,377,46,,1,I,9f8c20de4c4e850f8aa0fce31ac5c2ee802a14dce9efcf2995349298db8d4f1d,"07/06/2021 04:46:00","07/06/2021 05:33:53","07/06/2021 05:34:13",CATD,ESCANER,"ACTA PREP"
'261415B0100,'261415B01004,26,SONORA,030,NOGALES,1415,0001,B,0,1,4,340,97,4,101,32,-,-,-,8,8,4,39,-,4,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,101,101,397,46,,1,I,713f2a4b7ad3be9bd83b388747da44ff9f07e11da7466d1f7be1e00f147d501a,"07/06/2021 04:50:00","07/06/2021 05:36:10","07/06/2021 05:36:15",CATD,ESCANER,"ACTA PREP"
'261415C0100,'261415C01004,26,SONORA,030,NOGALES,1415,0001,C,0,1,4,322,114,4,118,32,-,-,-,3,9,5,62,-,2,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,118,118,396,46,,1,I,3490182ca9ee741677378e48435445e04b199dbb68aa3b095f6d76400be83f6d,"07/06/2021 04:51:00","07/06/2021 05:35:15","07/06/2021 05:35:29",CATD,ESCANER,"ACTA PREP"
'261416B0100,'261416B01004,26,SONORA,030,NOGALES,1416,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,674,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:20:00","07/06/2021 08:21:20","07/06/2021 08:21:20",CATD,ESCANER,"ACTA PREP"
'261416C0100,'261416C01004,26,SONORA,030,NOGALES,1416,0001,C,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,673,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"07/06/2021 08:21:00","07/06/2021 08:21:40","07/06/2021 08:21:40",CATD,ESCANER,"ACTA PREP"
'261417B0100,'261417B01004,26,SONORA,030,NOGALES,1417,0001,B,0,1,4,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,654,46,"SIN ACTA POR PAQUETE ENTREGADO SIN SOBRE",0,I,,"06/06/2021 23:06:00","07/06/2021 02:04:07","07/06/2021 02:04:07",CATD,ESCANER,"ACTA PREP"
'261418B0100,'261418B01004,26,SONORA,030,NOGALES,1418,0001,B,0,1,4,3,234,3,0,55,-,-,-,3,10,55,101,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,234,237,686,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,02b8d72d4be3f39804684786745e3534a00f8ce386a5a727aec3a2c591a3b7af,"07/06/2021 02:41:00","07/06/2021 03:17:06","07/06/2021 03:18:19",CATD,ESCANER,"ACTA PREP"
'261419B0100,'261419B01004,26,SONORA,030,NOGALES,1419,0001,B,0,1,4,505,172,6,0,56,-,-,-,3,6,8,81,-,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,10,172,172,634,46,,1,I,d8a7f02d54d06424ba39596d76fc36e008e3896a46b8191ab569eae73197608c,"07/06/2021 04:55:00","07/06/2021 05:37:10","07/06/2021 05:37:19",CATD,ESCANER,"ACTA PREP"
'261420B0100,'261420B01004,26,SONORA,030,NOGALES,1420,0001,B,0,1,4,308,109,6,115,20,-,-,-,4,9,14,58,-,4,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,115,115,379,46,,1,I,9a42f785af4477ab7e07127ce906599f583455a1b42b76401f374872eca75824,"07/06/2021 01:59:00","07/06/2021 02:23:51","07/06/2021 02:24:04",CATD,ESCANER,"ACTA PREP"
'261420C0100,'261420C01004,26,SONORA,030,NOGALES,1420,0001,C,0,1,4,311,107,3,110,20,-,-,-,2,4,10,63,-,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,6,110,110,378,46,,1,I,bca54e9eb0fb524da6653475e9f6789f041ba225840158c19172b6e230e4b67c,"07/06/2021 04:55:00","07/06/2021 05:30:57","07/06/2021 05:31:02",CATD,ESCANER,"ACTA PREP"
'261421B0100,'261421B01004,26,SONORA,030,NOGALES,1421,0001,B,0,1,4,412,133,5,138,43,-,-,-,5,6,12,55,-,4,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,12,138,138,506,46,,1,I,9732deba999e8a900aa8bfca9cd2f1c1e15939a3e043f5fa598428a75bf6da57,"07/06/2021 04:54:00","07/06/2021 05:36:53","07/06/2021 05:36:59",CATD,ESCANER,"ACTA PREP"
'261422B0100,'261422B01004,26,SONORA,030,NOGALES,1422,0001,B,0,1,4,398,101,4,103,21,-,-,-,1,4,8,65,-,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,103,103,458,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,1edd4c94ef36661383beb2ef16b46eb924019225675252238b67c8b60aa70127,"06/06/2021 20:29:23","06/06/2021 20:37:58","06/06/2021 20:38:03",CASILLA,MOVIL,"ACTA PREP"
'261423B0100,'261423B01004,26,SONORA,030,NOGALES,1423,0001,B,0,1,4,316,124,0,0,34,-,-,-,8,8,18,50,-,2,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,124,124,396,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,7ad1790e035fed7c716e0af56a652a04ad224859ef1734b824cbcbc02f2fb909,"06/06/2021 23:13:44","07/06/2021 01:13:30","07/06/2021 01:14:15",CASILLA,MOVIL,"ACTA PREP"
'261424B0100,'261424B01004,26,SONORA,030,NOGALES,1424,0001,B,0,1,4,420,162,0,0,40,-,-,-,10,6,9,85,-,2,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,0,162,538,46,,1,I,131a94c2b25406a70846d7d6726c8817b70216005c2c32e85b8fcb2c73af018b,"07/06/2021 00:09:54","07/06/2021 02:53:27","07/06/2021 02:53:31",CASILLA,MOVIL,"ACTA PREP"
'261425B0100,'261425B01004,26,SONORA,030,NOGALES,1425,0001,B,0,1,4,321,163,1,164,52,-,-,-,6,2,17,81,-,2,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,164,164,442,46,,1,I,b1b290826b895cc78d9cd567829d0b05ca0eb0c009d1f4974e716e2eb8aa471b,"07/06/2021 04:47:00","07/06/2021 04:48:22","07/06/2021 04:48:25",CATD,ESCANER,"ACTA PREP"
'261426B0100,'261426B01004,26,SONORA,030,NOGALES,1426,0001,B,0,1,4,233,106,6,106,32,-,-,-,6,3,10,50,-,1,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,106,106,296,46,,1,I,342faf276611e2b5b26b36b4ea2da9032ec225ec45787d2bf820b4cf8d60a81c,"06/06/2021 22:53:00","07/06/2021 01:10:12","07/06/2021 01:11:23",CATD,ESCANER,"ACTA PREP"
'261427B0100,'261427B01004,26,SONORA,030,NOGALES,1427,0001,B,0,1,4,0,0,0,0,59,-,-,-,5,7,17,95,-,"Sin dato",3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,188,191,456,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,2e7a1f9525be25798e00c8a73860955f9132fabd4162846c22421702637fc5c5,"06/06/2021 22:28:49","07/06/2021 01:15:57","07/06/2021 01:16:02",CASILLA,MOVIL,"ACTA PREP"
'261428B0100,'261428B01004,26,SONORA,030,NOGALES,1428,0001,B,0,1,4,279,141,4,145,55,-,-,-,6,7,17,53,-,0,"Sin dato",3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,4,145,145,380,46,"ALGÚN CAMPO ILEGIBLE O SIN DATO",1,I,05e7c3ecd274ce43d476ee34fd490b729c4ed05238140d1d5f91ff63d6545682,"07/06/2021 06:18:00","07/06/2021 06:41:25","07/06/2021 06:41:35",CATD,ESCANER,"ACTA PREP"
'261429B0100,'261429B01004,26,SONORA,030,NOGALES,1429,0001,B,0,1,4,518,237,3,240,63,-,-,-,11,8,29,108,-,4,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,8,241,241,715,46,,1,I,60ccc374edd703161081da556190e3b7d603cc94733db882001729b730c5f557,"07/06/2021 04:54:00","07/06/2021 05:30:26","07/06/2021 05:32:33",CATD,ESCANER,"ACTA PREP"
'261430B0100,'261430B01004,26,SONORA,030,NOGALES,1430,0001,B,0,1,4,400,241,7,248,85,-,-,-,7,11,13,102,-,7,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,14,248,248,604,46,,1,I,406188192a98b498b7d6facd7c8d2a147f3d618d25f586bcba64b280dd121481,"06/06/2021 22:22:37","06/06/2021 23:00:00","06/06/2021 23:00:38",CASILLA,MOVIL,"ACTA PREP"
